cui1,rel,cui2_raw,cui2_resolved,rela,sab,cui2_name
C0001175,RO,A31738221,C2697674,may_treat,MED-RT,indinavir anhydrous
C0001175,RO,A32457302,C3714688,may_treat,MED-RT,nevirapine hemihydrate
C0001175,RO,A24112865,C3848584,may_treat,MED-RT,tenofovir anhydrous
C0001175,RO,A26446214,C4058841,may_treat,MED-RT,tenofovir alafenamide fumarate
C0001175,RO,A35582579,C5816368,may_treat,MED-RT,darunavir hydrate
C0001186,RO,A31663536,C0039245,contraindicated_class_of,MED-RT,tacrine
C0001186,RO,A31706345,C0771182,contraindicated_class_of,MED-RT,tacrine hydrochloride
C0001206,RO,A31756224,C0006230,may_treat,MED-RT,bromocriptine
C0001206,RO,A31660823,C0028833,may_treat,MED-RT,octreotide
C0001206,RO,A10338114,C0209211,may_treat,MED-RT,lanreotide
C0001206,RO,A31214314,C0546852,may_treat,MED-RT,bromocriptine mesylate
C0001206,RO,A31636293,C0724649,may_treat,MED-RT,octreotide acetate
C0001206,RO,A16788308,C0771414,may_treat,MED-RT,lanreotide acetate
C0001206,RO,A10483535,C0913469,may_treat,MED-RT,pegvisomant
C0001206,RO,A37843920,C5432234,may_treat,MED-RT,paltusotine
C0001206,RO,A37842057,C5784755,may_treat,MED-RT,paltusotine hydrochloride
C0001255,RO,A31689310,C0008947,may_treat,MED-RT,clindamycin
C0001255,RO,A16788058,C0055880,may_treat,MED-RT,clindamycin palmitate
C0001255,RO,A18542397,C0055881,may_treat,MED-RT,clindamycin phosphate
C0001255,RO,A31713485,C0282105,may_treat,MED-RT,clindamycin hydrochloride
C0001255,RO,A31662498,C0304311,may_treat,MED-RT,clindamycin palmitate hydrochloride
C0001261,RO,A31677861,C0002645,may_treat,MED-RT,amoxicillin
C0001261,RO,A31677937,C0002680,may_treat,MED-RT,ampicillin
C0001261,RO,A31759540,C0011276,may_treat,MED-RT,demeclocycline
C0001261,RO,A31695691,C0030827,may_treat,MED-RT,penicillin G
C0001261,RO,A16789325,C0030829,may_treat,MED-RT,penicillin G benzathine
C0001261,RO,A16793055,C0030830,may_treat,MED-RT,penicillin G procaine
C0001261,RO,A31662676,C0037540,may_treat,MED-RT,penicillin G sodium
C0001261,RO,A31661223,C0282052,may_treat,MED-RT,ampicillin sodium
C0001261,RO,A31643844,C0282125,may_treat,MED-RT,demeclocycline hydrochloride
C0001261,RO,A31632602,C0521900,may_treat,MED-RT,amoxicillin trihydrate
C0001261,RO,A31687484,C0700443,may_treat,MED-RT,ampicillin trihydrate
C0001261,RO,A31757149,C0700462,may_treat,MED-RT,penicillin G potassium
C0001261,RO,A31757156,C0700553,may_treat,MED-RT,penicillin V potassium
C0001261,RO,A16794503,C0724526,may_treat,MED-RT,ampicillin (anhydrous)
C0001261,RO,A31684276,C0812398,may_treat,MED-RT,hetacillin potassium
C0001261,RO,A16788373,C0887551,may_treat,MED-RT,amoxicillin sodium
C0001261,RO,A31649650,C2828282,may_treat,MED-RT,amoxicillin anhydrous
C0001268,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001268,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0001275,RO,A0021581,C0002055,has_contraindicated_class,MED-RT,Alkalies
C0001275,RO,A0135471,C0029224,has_contraindicated_class,MED-RT,Organic Chemicals
C0001275,RO,A0102802,C0032343,has_contraindicated_drug,MED-RT,Poisoning
C0001275,RO,A30275406,C4722427,therapeutic_class_of,MED-RT,"Antidotes, Deterrents, and Toxicologic Agents"
C0001314,RO,A31690769,C0012694,contraindicated_with_disease,MED-RT,cromolyn sodium
C0001314,RO,A31635093,C0054201,contraindicated_with_disease,MED-RT,budesonide
C0001314,RO,A10337270,C0060501,contraindicated_with_disease,MED-RT,flunisolide
C0001314,RO,A10337289,C0060657,contraindicated_with_disease,MED-RT,formoterol
C0001314,RO,A10337787,C0073992,contraindicated_with_disease,MED-RT,salmeterol
C0001314,RO,A31640632,C0086073,contraindicated_with_disease,MED-RT,cromolyn
C0001314,RO,A31695239,C0245531,contraindicated_with_disease,MED-RT,salmeterol xinafoate
C0001314,RO,A16789573,C0771469,contraindicated_with_disease,MED-RT,formoterol fumarate
C0001314,RO,A20290741,C1579393,contraindicated_with_disease,MED-RT,formoterol fumarate dihydrate
C0001314,RO,A31460074,C1646276,contraindicated_with_disease,MED-RT,flunisolide anhydrous
C0001314,RO,A20843500,C1950816,contraindicated_with_disease,MED-RT,flunisolide hemihydrate
C0001314,RO,A31702411,C2825339,contraindicated_with_disease,MED-RT,"budesonide (11.beta.,16.alpha.(S))"
C0001314,RO,A22642736,C2935023,contraindicated_with_disease,MED-RT,vilanterol
C0001314,RO,A22645968,C3644419,contraindicated_with_disease,MED-RT,vilanterol trifenatate
C0001367,RO,A31763114,C0017066,contraindicated_class_of,MED-RT,ganciclovir
C0001367,RO,A31643858,C0282399,contraindicated_class_of,MED-RT,ganciclovir sodium
C0001367,RO,A28936459,C0003451,therapeutic_class_of,MED-RT,Antiviral Agent
C0001367,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001396,RO,A31764227,C0022245,may_treat,MED-RT,isoproterenol
C0001396,RO,A31677501,C0023660,contraindicated_with_disease,MED-RT,lidocaine
C0001396,RO,A10338278,C0244656,contraindicated_with_disease,MED-RT,fosphenytoin
C0001396,RO,A31661236,C0282210,may_treat,MED-RT,isoproterenol hydrochloride
C0001396,RO,A31730811,C0282211,may_treat,MED-RT,isoproterenol sulfate
C0001396,RO,A31661281,C0284906,contraindicated_with_disease,MED-RT,fosphenytoin sodium
C0001396,RO,A31702674,C0546869,contraindicated_with_disease,MED-RT,lidocaine hydrochloride
C0001396,RO,A31736626,C2756728,contraindicated_with_disease,MED-RT,lidocaine hydrochloride anhydrous
C0001403,RO,A31725074,C0011777,may_treat,MED-RT,dexamethasone
C0001403,RO,A31725075,C0011779,may_treat,MED-RT,dexamethasone isonicotinate
C0001403,RO,A31710684,C0016280,may_treat,MED-RT,fludrocortisone
C0001403,RO,A31642798,C0024477,contraindicated_with_disease,MED-RT,magnesium oxide
C0001403,RO,A31660231,C0024480,contraindicated_with_disease,MED-RT,magnesium sulfate
C0001403,RO,A31731410,C0032825,contraindicated_with_disease,MED-RT,potassium chloride
C0001403,RO,A31767344,C0037982,contraindicated_with_disease,MED-RT,spironolactone
C0001403,RO,A31705469,C0055819,contraindicated_with_disease,MED-RT,citric acid
C0001403,RO,A27391798,C0057420,may_treat,MED-RT,desoxycorticosterone pivalate
C0001403,RO,A16790587,C0057598,may_treat,MED-RT,dexamethasone acetate
C0001403,RO,A16790588,C0057603,may_treat,MED-RT,dexamethasone trimethyl acetate
C0001403,RO,A10337464,C0065517,contraindicated_with_disease,MED-RT,magnesium carbonate
C0001403,RO,A10337697,C0071751,contraindicated_with_disease,MED-RT,potassium bicarbonate
C0001403,RO,A31711045,C0113286,may_treat,MED-RT,dexamethasone sodium phosphate
C0001403,RO,A31641692,C0137984,contraindicated_with_disease,MED-RT,potassium acetate
C0001403,RO,A10337702,C0137996,contraindicated_with_disease,MED-RT,potassium citrate
C0001403,RO,A31645050,C0301527,contraindicated_with_disease,MED-RT,potassium gluconate
C0001403,RO,A29793215,C0616274,may_treat,MED-RT,fludrocortisone acetate
C0001403,RO,A24635339,C0724556,contraindicated_with_disease,MED-RT,citric acid monohydrate
C0001403,RO,A16796978,C0724674,contraindicated_with_disease,MED-RT,potassium citrate monohydrate
C0001403,RO,A16790800,C0724696,contraindicated_with_disease,MED-RT,sodium citrate dihydrate
C0001403,RO,A31758106,C0725616,contraindicated_with_disease,MED-RT,"citric acid, anhydrous"
C0001403,RO,A31688383,C0727538,contraindicated_with_disease,MED-RT,potassium bitartrate
C0001403,RO,A31741126,C0770565,may_treat,MED-RT,dexamethasone phosphate
C0001403,RO,A31637275,C0872910,contraindicated_with_disease,MED-RT,"potassium,chelated"
C0001403,RO,A31632521,C1572489,contraindicated_with_disease,MED-RT,magnesium sulfate anhydrous
C0001403,RO,A32635095,C1658209,may_treat,MED-RT,dexamethasone acetate anhydrous
C0001403,RO,A31702001,C3255944,contraindicated_with_disease,MED-RT,magnesium sulfate monohydrate
C0001403,RO,A31737766,C3665261,contraindicated_with_disease,MED-RT,"citric acid, 1-stearyl ester"
C0001403,RO,A29473731,C4704493,contraindicated_with_disease,MED-RT,disodium citrate sesquihydrate
C0001403,RO,A30081953,C4741891,contraindicated_with_disease,MED-RT,magnesium sulfate dihydrate
C0001407,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001407,RO,A30275370,C4722078,therapeutic_class_of,MED-RT,Therapeutic Nutrients/Minerals/Electrolytes
C0001418,RO,A31660138,C0002475,may_treat,MED-RT,mitomycin
C0001418,RO,A31629109,C0039871,may_treat,MED-RT,thiotepa
C0001418,RO,A16791844,C0044971,may_treat,MED-RT,hydroxyprogesterone caproate (USP)
C0001418,RO,A31728697,C0045010,may_treat,MED-RT,17-alpha-hydroxyprogesterone
C0001418,RO,A31681892,C0770351,may_treat,MED-RT,hydroxyprogesterone acetate
C0001418,RO,A31460482,C4519284,may_treat,MED-RT,"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane"
C0001430,RO,A31756224,C0006230,may_treat,MED-RT,bromocriptine
C0001430,RO,A31660823,C0028833,may_treat,MED-RT,octreotide
C0001430,RO,A10336978,C0107994,may_treat,MED-RT,cabergoline
C0001430,RO,A31214314,C0546852,may_treat,MED-RT,bromocriptine mesylate
C0001430,RO,A31636293,C0724649,may_treat,MED-RT,octreotide acetate
C0001443,RO,A31685414,C0005116,contraindicated_class_of,MED-RT,bepridil
C0001443,RO,A31654185,C0770909,contraindicated_class_of,MED-RT,bepridil hydrochloride
C0001443,RO,A28935620,C0003195,therapeutic_class_of,MED-RT,Anti-arrhythmic Agent
C0001443,RO,A0027665,C0004238,has_contraindicated_drug,MED-RT,Atrial Fibrillation
C0001443,RO,A0027669,C0004239,has_contraindicated_drug,MED-RT,Atrial Flutter
C0001443,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001443,RO,A0066389,C0018794,has_contraindicated_drug,MED-RT,Heart Block
C0001443,RO,A0081249,C0024115,has_contraindicated_drug,MED-RT,Lung Diseases
C0001443,RO,A0116372,C0037052,has_contraindicated_drug,MED-RT,Sick Sinus Syndrome
C0001443,RO,A0245083,C0042514,has_contraindicated_drug,MED-RT,"Tachycardia, Ventricular"
C0001443,RO,A28940496,C3536811,has_contraindicated_physiologic_effect,MED-RT,Bronchoconstriction
C0001465,RO,A28935620,C0003195,therapeutic_class_of,MED-RT,Anti-arrhythmic Agent
C0001465,RO,A0027665,C0004238,has_contraindicated_drug,MED-RT,Atrial Fibrillation
C0001465,RO,A0027669,C0004239,has_contraindicated_drug,MED-RT,Atrial Flutter
C0001465,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001465,RO,A0066389,C0018794,has_contraindicated_drug,MED-RT,Heart Block
C0001465,RO,A0081249,C0024115,has_contraindicated_drug,MED-RT,Lung Diseases
C0001465,RO,A0116372,C0037052,has_contraindicated_drug,MED-RT,Sick Sinus Syndrome
C0001465,RO,A0245083,C0042514,has_contraindicated_drug,MED-RT,"Tachycardia, Ventricular"
C0001465,RO,A28940496,C3536811,has_contraindicated_physiologic_effect,MED-RT,Bronchoconstriction
C0001480,RO,A0027665,C0004238,has_contraindicated_drug,MED-RT,Atrial Fibrillation
C0001480,RO,A0027669,C0004239,has_contraindicated_drug,MED-RT,Atrial Flutter
C0001480,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001480,RO,A0081249,C0024115,has_contraindicated_drug,MED-RT,Lung Diseases
C0001480,RO,A0116372,C0037052,has_contraindicated_drug,MED-RT,Sick Sinus Syndrome
C0001480,RO,A0245083,C0042514,has_contraindicated_drug,MED-RT,"Tachycardia, Ventricular"
C0001480,RO,A28940496,C3536811,has_contraindicated_physiologic_effect,MED-RT,Bronchoconstriction
C0001486,RO,A31629839,C0770963,may_prevent,MED-RT,adenovirus type 4 vaccine live
C0001486,RO,A31629840,C0770964,may_prevent,MED-RT,adenovirus type 7 vaccine live
C0001486,RO,A31666984,C3159361,may_prevent,MED-RT,human adenovirus E serotype 4 strain CL-68578
C0001486,RO,A31634655,C4083103,may_prevent,MED-RT,human adenovirus B serotype 7 strain 55142
C0001487,RO,A31714783,C0035525,may_treat,MED-RT,ribavirin
C0001511,RO,A31718695,C0004259,contraindicated_with_disease,MED-RT,atropine
C0001511,RO,A16789376,C0291771,contraindicated_with_disease,MED-RT,alosetron hydrochloride
C0001511,RO,A10338551,C0291772,contraindicated_with_disease,MED-RT,alosetron
C0001511,RO,A10381456,C0537147,contraindicated_with_disease,MED-RT,tegaserod
C0001511,RO,A31720855,C0596005,contraindicated_with_disease,MED-RT,atropine sulfate
C0001511,RO,A31673270,C1137921,contraindicated_with_disease,MED-RT,tegaserod maleate
C0001576,RO,A31695124,C0026088,contraindicated_with_disease,MED-RT,mifepristone
C0001614,RO,A31744212,C0001655,contraindicated_with_disease,MED-RT,corticotropin
C0001614,RO,A31695124,C0026088,contraindicated_with_disease,MED-RT,mifepristone
C0001614,RO,A23828460,C3818725,contraindicated_with_disease,MED-RT,"corticotropin, human"
C0001617,RO,A31642451,C0022005,contraindicated_class_of,MED-RT,iohexol
C0001617,RO,A31729507,C0022026,contraindicated_class_of,MED-RT,iopamidol
C0001617,RO,A31643437,C2242042,contraindicated_class_of,MED-RT,rubella virus vaccine live (Wistar RA 27-3 strain)
C0001617,RO,A31747865,C2344347,contraindicated_class_of,MED-RT,"mumps virus vaccine live, Jeryl Lynn strain"
C0001617,RO,A31713333,C2356367,contraindicated_class_of,MED-RT,"measles virus vaccine live, Enders' attenuated Edmonston strain"
C0001617,RO,A31748033,C2356374,contraindicated_class_of,MED-RT,yellow fever virus strain 17D-204 live antigen
C0001617,RO,A31631956,C3464497,contraindicated_class_of,MED-RT,varicella-zoster virus vaccine live (Oka-Merck) strain
C0001621,RO,A31669050,C0000981,contraindicated_with_disease,MED-RT,acetazolamide
C0001621,RO,A31672095,C0009008,contraindicated_with_disease,MED-RT,clomiphene
C0001621,RO,A16495596,C0060787,contraindicated_with_disease,MED-RT,follitropin beta
C0001621,RO,A31645206,C0304713,contraindicated_with_disease,MED-RT,acetazolamide sodium
C0001621,RO,A31737031,C0524639,contraindicated_with_disease,MED-RT,urofollitropin
C0001621,RO,A31720287,C0546859,contraindicated_with_disease,MED-RT,clomiphene citrate
C0001621,RO,A31636421,C0733758,contraindicated_with_disease,MED-RT,follicle stimulating hormone
C0001621,RO,A16788379,C0937609,contraindicated_with_disease,MED-RT,choriogonadotropin alfa
C0001621,RO,A31657593,C1268876,contraindicated_with_disease,MED-RT,follitropin alfa
C0001621,RO,A24171724,C3860151,contraindicated_with_disease,MED-RT,"follicle stimulating hormone, porcine"
C0001622,RO,A31710684,C0016280,may_treat,MED-RT,fludrocortisone
C0001622,RO,A29793215,C0616274,may_treat,MED-RT,fludrocortisone acetate
C0001623,RO,A31759159,C0010137,may_treat,MED-RT,cortisone
C0001623,RO,A28618921,C0011185,may_treat,MED-RT,prasterone
C0001623,RO,A32689695,C0014899,contraindicated_with_disease,MED-RT,estetrol
C0001623,RO,A31728695,C0020268,may_treat,MED-RT,hydrocortisone
C0001623,RO,A31764580,C0025631,contraindicated_with_disease,MED-RT,methazolamide
C0001623,RO,A31660356,C0025815,may_treat,MED-RT,methylprednisolone
C0001623,RO,A31660379,C0025876,contraindicated_with_disease,MED-RT,metyrapone
C0001623,RO,A10338297,C0032950,may_treat,MED-RT,prednisolone
C0001623,RO,A31696691,C0032952,may_treat,MED-RT,prednisone
C0001623,RO,A18542030,C0040134,contraindicated_with_disease,MED-RT,thyroid (USP)
C0001623,RO,A27391671,C0040165,contraindicated_with_disease,MED-RT,levothyroxine
C0001623,RO,A31733753,C0040864,may_treat,MED-RT,triamcinolone
C0001623,RO,A31751152,C0040866,may_treat,MED-RT,triamcinolone acetonide
C0001623,RO,A16796743,C0040867,may_treat,MED-RT,triamcinolone diacetate
C0001623,RO,A27389087,C0041014,contraindicated_with_disease,MED-RT,liothyronine
C0001623,RO,A10338560,C0043822,contraindicated_with_disease,MED-RT,drospirenone
C0001623,RO,A16790585,C0056387,may_treat,MED-RT,cortisol succinate
C0001623,RO,A16788059,C0056391,may_treat,MED-RT,cortisone acetate
C0001623,RO,A21264760,C0063076,may_treat,MED-RT,hydrocortisone probutate
C0001623,RO,A16791856,C0063077,may_treat,MED-RT,hydrocortisone acetate
C0001623,RO,A16790591,C0063079,may_treat,MED-RT,hydrocortisone valerate
C0001623,RO,A16793072,C0066430,may_treat,MED-RT,methylprednisolone sodium phosphate
C0001623,RO,A16793074,C0071839,may_treat,MED-RT,prednisolone acetate
C0001623,RO,A16791863,C0071842,may_treat,MED-RT,prednisolone phosphate
C0001623,RO,A16790598,C0071844,may_treat,MED-RT,prednisolone tebutate
C0001623,RO,A16790600,C0077004,may_treat,MED-RT,triamcinolone hexacetonide
C0001623,RO,A31657656,C0079691,contraindicated_with_disease,MED-RT,levothyroxine sodium
C0001623,RO,A16793084,C0082944,may_treat,MED-RT,hydrocortisone aceponate
C0001623,RO,A31641692,C0137984,contraindicated_with_disease,MED-RT,potassium acetate
C0001623,RO,A31763400,C0138273,may_treat,MED-RT,prednisolone sodium phosphate
C0001623,RO,A16791874,C0138274,may_treat,MED-RT,prednisolone sodium succinate
C0001623,RO,A16793100,C0174938,may_treat,MED-RT,methylprednisolone aceponate
C0001623,RO,A31628766,C0352536,may_treat,MED-RT,hydrocortisone butyrate
C0001623,RO,A16790649,C0546882,contraindicated_with_disease,MED-RT,liothyronine sodium
C0001623,RO,A16796836,C0600901,may_treat,MED-RT,methylprednisolone acetate
C0001623,RO,A16790661,C0612688,may_treat,MED-RT,hydrocortisone cypionate
C0001623,RO,A31687496,C0700546,may_treat,MED-RT,methylprednisolone sodium succinate
C0001623,RO,A31654182,C0770559,may_treat,MED-RT,hydrocortisone sodium phosphate
C0001623,RO,A31671525,C0770560,may_treat,MED-RT,hydrocortisone sodium succinate
C0001623,RO,A16788375,C0889299,may_treat,MED-RT,prednisolone sodium metasulphobenzoate
C0001623,RO,A31672729,C1118156,contraindicated_with_disease,MED-RT,thyroid (beef)
C0001623,RO,A31632914,C2698868,may_treat,MED-RT,prasterone sodium sulfate
C0001623,RO,A31720159,C3538368,contraindicated_with_disease,MED-RT,levothyroxine sodium anhydrous
C0001623,RO,A33198355,C4045511,contraindicated_with_disease,MED-RT,finerenone
C0001623,RO,A32687548,C5418376,contraindicated_with_disease,MED-RT,estetrol monohydrate
C0001627,RO,A31728695,C0020268,may_treat,MED-RT,hydrocortisone
C0001627,RO,A16790585,C0056387,may_treat,MED-RT,cortisol succinate
C0001627,RO,A21264760,C0063076,may_treat,MED-RT,hydrocortisone probutate
C0001627,RO,A16791856,C0063077,may_treat,MED-RT,hydrocortisone acetate
C0001627,RO,A16790591,C0063079,may_treat,MED-RT,hydrocortisone valerate
C0001627,RO,A16793084,C0082944,may_treat,MED-RT,hydrocortisone aceponate
C0001627,RO,A31628766,C0352536,may_treat,MED-RT,hydrocortisone butyrate
C0001627,RO,A16790661,C0612688,may_treat,MED-RT,hydrocortisone cypionate
C0001627,RO,A31654182,C0770559,may_treat,MED-RT,hydrocortisone sodium phosphate
C0001627,RO,A31671525,C0770560,may_treat,MED-RT,hydrocortisone sodium succinate
C0001627,RO,A37192007,C5420921,may_treat,MED-RT,crinecerfont
C0001636,RO,A12994703,C0003811,has_contraindicated_drug,MED-RT,"Arrhythmias, Cardiac"
C0001636,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0001636,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001636,RO,A0063450,C0017605,has_contraindicated_drug,MED-RT,"Glaucoma, Angle-Closure"
C0001655,RO,A0020255,C0001614,has_contraindicated_drug,MED-RT,Adrenal Cortex Diseases
C0001655,RO,A0037663,C0008049,has_contraindicated_drug,MED-RT,Chickenpox
C0001655,RO,A20905478,C0013125,has_contraindicated_drug,MED-RT,"Administration, Intravenous"
C0001655,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001655,RO,A12985263,C0018801,has_contraindicated_drug,MED-RT,Heart Failure
C0001655,RO,A0076973,C0019357,has_contraindicated_drug,MED-RT,"Keratitis, Herpetic"
C0001655,RO,A0067787,C0019360,has_contraindicated_drug,MED-RT,Herpes Zoster
C0001655,RO,A0070978,C0020538,has_contraindicated_drug,MED-RT,Hypertension
C0001655,RO,A0089175,C0026946,has_contraindicated_drug,MED-RT,Mycoses
C0001655,RO,A0095854,C0029456,has_contraindicated_drug,MED-RT,Osteoporosis
C0001655,RO,A0098906,C0030920,has_contraindicated_drug,MED-RT,Peptic Ulcer
C0001655,RO,A20911324,C3494354,has_contraindicated_drug,MED-RT,"Vaccines, Live, Unattenuated"
C0001655,RO,A30275426,C4722430,therapeutic_class_of,MED-RT,"Hormonal Agents, Stimulant"
C0001699,RO,A36332005,C5392310,may_treat,MED-RT,enmetazobactam
C0001714,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0001714,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0001714,RO,A28939256,C1371959,has_contraindicated_physiologic_effect,MED-RT,Decreased Striated Muscle Contraction
C0001714,RO,A28934328,C1373090,has_contraindicated_mechanism_of_action,MED-RT,Cholinergic Nicotinic Antagonists
C0001723,RO,A31643015,C0002600,may_treat,MED-RT,amitriptyline
C0001723,RO,A31747404,C0002644,may_treat,MED-RT,amoxapine
C0001723,RO,A31724426,C0009010,may_treat,MED-RT,clomipramine
C0001723,RO,A31707511,C0011685,may_treat,MED-RT,desipramine
C0001723,RO,A31656355,C0013085,may_treat,MED-RT,doxepin
