cui1,rel,cui2,rela,sab
C0282152,RO,A0107756,has_contraindicated_drug,MED-RT
C0282152,RO,A0107767,has_contraindicated_drug,MED-RT
C0282152,RO,A0119369,has_contraindicated_drug,MED-RT
C0282152,RO,A12985603,has_contraindicated_drug,MED-RT
C0282152,RO,A0399362,has_contraindicated_drug,MED-RT
C0282152,RO,A28934872,therapeutic_class_of,MED-RT
C0282152,RO,A1637524,has_contraindicated_drug,MED-RT
C0282152,RO,A0032459,has_contraindicated_drug,MED-RT
C0282152,RO,A12989983,has_contraindicated_drug,MED-RT
C0282155,RO,A0037766,has_contraindicated_drug,MED-RT
C0282155,RO,A0051521,has_contraindicated_drug,MED-RT
C0282155,RO,A0080699,has_contraindicated_drug,MED-RT
C0282155,RO,A0104436,has_contraindicated_drug,MED-RT
C0282155,RO,A0124575,has_contraindicated_class,MED-RT
C0282155,RO,A28939259,therapeutic_class_of,MED-RT
C0282155,RO,A30275386,therapeutic_class_of,MED-RT
C0282162,RO,A28936536,therapeutic_class_of,MED-RT
C0282162,RO,A30275406,therapeutic_class_of,MED-RT
C0282179,RO,A28936841,therapeutic_class_of,MED-RT
C0282179,RO,A0051521,has_contraindicated_drug,MED-RT
C0282179,RO,A0063442,has_contraindicated_drug,MED-RT
C0282179,RO,A0114417,has_contraindicated_drug,MED-RT
C0282179,RO,A0120580,has_contraindicated_drug,MED-RT
C0282179,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282181,RO,A28939656,therapeutic_class_of,MED-RT
C0282190,RO,A28939656,therapeutic_class_of,MED-RT
C0282190,RO,A12985263,has_contraindicated_drug,MED-RT
C0282190,RO,A0070926,has_contraindicated_drug,MED-RT
C0282190,RO,A0100544,has_contraindicated_drug,MED-RT
C0282190,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282193,RO,A31707242,may_prevent,MED-RT
C0282193,RO,A17484543,may_prevent,MED-RT
C0282193,RO,A10338112,may_treat,MED-RT
C0282193,RO,A32713564,contraindicated_with_disease,MED-RT
C0282193,RO,A10728579,may_treat,MED-RT
C0282198,RO,A28939656,therapeutic_class_of,MED-RT
C0282198,RO,A0070926,has_contraindicated_drug,MED-RT
C0282198,RO,A0112023,has_contraindicated_drug,MED-RT
C0282198,RO,A12989983,has_contraindicated_drug,MED-RT
C0282210,RO,A0023882,has_contraindicated_drug,MED-RT
C0282210,RO,A12994703,has_contraindicated_drug,MED-RT
C0282210,RO,A28939656,therapeutic_class_of,MED-RT
C0282210,RO,A0051521,has_contraindicated_drug,MED-RT
C0282210,RO,A0066389,has_contraindicated_drug,MED-RT
C0282210,RO,A0122991,has_contraindicated_drug,MED-RT
C0282211,RO,A0023882,has_contraindicated_drug,MED-RT
C0282211,RO,A12994703,has_contraindicated_drug,MED-RT
C0282211,RO,A28939656,therapeutic_class_of,MED-RT
C0282211,RO,A0051521,has_contraindicated_drug,MED-RT
C0282211,RO,A0066389,has_contraindicated_drug,MED-RT
C0282211,RO,A0122991,has_contraindicated_drug,MED-RT
C0282213,RO,A28939656,therapeutic_class_of,MED-RT
C0282213,RO,A0051521,has_contraindicated_drug,MED-RT
C0282215,RO,A31653399,contraindicated_class_of,MED-RT
C0282215,RO,A31710988,contraindicated_class_of,MED-RT
C0282215,RO,A16792473,contraindicated_class_of,MED-RT
C0282215,RO,A13269762,contraindicated_class_of,MED-RT
C0282219,RO,A0051521,has_contraindicated_drug,MED-RT
C0282219,RO,A0070926,has_contraindicated_drug,MED-RT
C0282219,RO,A28939259,therapeutic_class_of,MED-RT
C0282221,RO,A28940386,therapeutic_class_of,MED-RT
C0282221,RO,A0042280,has_contraindicated_drug,MED-RT
C0282221,RO,A0048153,has_contraindicated_drug,MED-RT
C0282221,RO,A0051521,has_contraindicated_drug,MED-RT
C0282221,RO,A0054793,has_contraindicated_drug,MED-RT
C0282221,RO,A0056007,has_contraindicated_drug,MED-RT
C0282221,RO,A0067245,has_contraindicated_drug,MED-RT
C0282221,RO,A0113776,has_contraindicated_drug,MED-RT
C0282221,RO,A0052005,has_contraindicated_drug,MED-RT
C0282227,RO,A28938455,therapeutic_class_of,MED-RT
C0282227,RO,A0051521,has_contraindicated_drug,MED-RT
C0282231,RO,A28939656,therapeutic_class_of,MED-RT
C0282231,RO,A0071436,has_contraindicated_drug,MED-RT
C0282231,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282232,RO,A28936841,therapeutic_class_of,MED-RT
C0282232,RO,A0051521,has_contraindicated_drug,MED-RT
C0282232,RO,A0071276,has_contraindicated_drug,MED-RT
C0282232,RO,A0082408,has_contraindicated_drug,MED-RT
C0282232,RO,A0032418,has_contraindicated_drug,MED-RT
C0282232,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282233,RO,A0026467,has_contraindicated_drug,MED-RT
C0282233,RO,A0035248,has_contraindicated_drug,MED-RT
C0282233,RO,A28936841,therapeutic_class_of,MED-RT
C0282233,RO,A0051521,has_contraindicated_drug,MED-RT
C0282233,RO,A0063442,has_contraindicated_drug,MED-RT
C0282233,RO,A0070978,has_contraindicated_drug,MED-RT
C0282233,RO,A0071021,has_contraindicated_drug,MED-RT
C0282233,RO,A0120580,has_contraindicated_drug,MED-RT
C0282233,RO,A0127052,has_contraindicated_drug,MED-RT
C0282233,RO,A0027778,has_contraindicated_drug,MED-RT
C0282233,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282239,RO,A0051521,has_contraindicated_drug,MED-RT
C0282239,RO,A0104436,has_contraindicated_drug,MED-RT
C0282239,RO,A28935484,therapeutic_class_of,MED-RT
C0282242,RO,A0070926,has_contraindicated_drug,MED-RT
C0282242,RO,A28939259,therapeutic_class_of,MED-RT
C0282249,RO,A0041166,has_contraindicated_drug,MED-RT
C0282249,RO,A0051521,has_contraindicated_drug,MED-RT
C0282249,RO,A28934608,therapeutic_class_of,MED-RT
C0282249,RO,A28939450,has_contraindicated_physiologic_effect,MED-RT
C0282259,RO,A0051521,has_contraindicated_drug,MED-RT
C0282259,RO,A0063450,has_contraindicated_drug,MED-RT
C0282259,RO,A30275382,therapeutic_class_of,MED-RT
C0282261,RO,A0051521,has_contraindicated_drug,MED-RT
C0282261,RO,A0070926,has_contraindicated_drug,MED-RT
C0282261,RO,A0075114,has_contraindicated_drug,MED-RT
C0282261,RO,A0099562,has_contraindicated_drug,MED-RT
C0282261,RO,A0130765,has_contraindicated_drug,MED-RT
C0282261,RO,A28934514,has_contraindicated_physiologic_effect,MED-RT
C0282261,RO,A30275423,therapeutic_class_of,MED-RT
C0282268,RO,A28939656,therapeutic_class_of,MED-RT
C0282274,RO,A0027339,has_contraindicated_drug,MED-RT
C0282274,RO,A0051521,has_contraindicated_drug,MED-RT
C0282274,RO,A0075114,has_contraindicated_drug,MED-RT
C0282274,RO,A7761764,has_contraindicated_drug,MED-RT
C0282274,RO,A0104436,has_contraindicated_drug,MED-RT
C0282274,RO,A7815252,has_contraindicated_drug,MED-RT
C0282274,RO,A30275408,therapeutic_class_of,MED-RT
C0282275,RO,A0027339,has_contraindicated_drug,MED-RT
C0282275,RO,A0051521,has_contraindicated_drug,MED-RT
C0282275,RO,A0075114,has_contraindicated_drug,MED-RT
C0282275,RO,A0080699,has_contraindicated_drug,MED-RT
C0282275,RO,A0104436,has_contraindicated_drug,MED-RT
C0282275,RO,A0111436,has_contraindicated_drug,MED-RT
C0282275,RO,A0975656,has_contraindicated_drug,MED-RT
C0282275,RO,A7815252,has_contraindicated_drug,MED-RT
C0282275,RO,A30275408,therapeutic_class_of,MED-RT
C0282277,RO,A0051521,has_contraindicated_drug,MED-RT
C0282277,RO,A0070926,has_contraindicated_drug,MED-RT
C0282277,RO,A28935484,therapeutic_class_of,MED-RT
C0282278,RO,A0051521,has_contraindicated_drug,MED-RT
C0282278,RO,A0063450,has_contraindicated_drug,MED-RT
C0282278,RO,A28934458,therapeutic_class_of,MED-RT
C0282278,RO,A30275382,therapeutic_class_of,MED-RT
C0282292,RO,A0027339,has_contraindicated_drug,MED-RT
C0282292,RO,A13000243,has_contraindicated_drug,MED-RT
C0282292,RO,A28939656,therapeutic_class_of,MED-RT
C0282292,RO,A0051521,has_contraindicated_drug,MED-RT
C0282292,RO,A12985263,has_contraindicated_drug,MED-RT
C0282292,RO,A0071436,has_contraindicated_drug,MED-RT
C0282292,RO,A0107751,has_contraindicated_drug,MED-RT
C0282292,RO,A0116150,has_contraindicated_drug,MED-RT
C0282292,RO,A0116372,has_contraindicated_drug,MED-RT
C0282292,RO,A0032850,has_contraindicated_drug,MED-RT
C0282292,RO,A0032418,has_contraindicated_drug,MED-RT
C0282292,RO,A28938571,has_contraindicated_physiologic_effect,MED-RT
C0282303,RO,A0021164,has_contraindicated_drug,MED-RT
C0282303,RO,A0051521,has_contraindicated_drug,MED-RT
C0282303,RO,A0104436,has_contraindicated_drug,MED-RT
C0282303,RO,A0291010,has_contraindicated_drug,MED-RT
C0282303,RO,A30275345,therapeutic_class_of,MED-RT
C0282303,RO,A30275407,therapeutic_class_of,MED-RT
C0282303,RO,A6954513,has_contraindicated_drug,MED-RT
C0282304,RO,A0026467,has_contraindicated_drug,MED-RT
C0282304,RO,A0032578,has_contraindicated_drug,MED-RT
C0282304,RO,A0035248,has_contraindicated_drug,MED-RT
C0282304,RO,A28936841,therapeutic_class_of,MED-RT
C0282304,RO,A0037690,has_contraindicated_drug,MED-RT
C0282304,RO,A7758213,has_contraindicated_drug,MED-RT
C0282304,RO,A0051521,has_contraindicated_drug,MED-RT
C0282304,RO,A0063442,has_contraindicated_drug,MED-RT
C0282304,RO,A0070978,has_contraindicated_drug,MED-RT
C0282304,RO,A0071021,has_contraindicated_drug,MED-RT
C0282304,RO,A0104436,has_contraindicated_drug,MED-RT
C0282304,RO,A0120580,has_contraindicated_drug,MED-RT
C0282304,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282304,RO,A0107480,has_contraindicated_drug,MED-RT
C0282321,RO,A0027339,has_contraindicated_drug,MED-RT
C0282321,RO,A13000243,has_contraindicated_drug,MED-RT
C0282321,RO,A28939656,therapeutic_class_of,MED-RT
C0282321,RO,A0051521,has_contraindicated_drug,MED-RT
C0282321,RO,A12985263,has_contraindicated_drug,MED-RT
C0282321,RO,A0071436,has_contraindicated_drug,MED-RT
C0282321,RO,A0104436,has_contraindicated_drug,MED-RT
C0282321,RO,A0107751,has_contraindicated_drug,MED-RT
C0282321,RO,A2782873,has_contraindicated_drug,MED-RT
C0282321,RO,A0116150,has_contraindicated_drug,MED-RT
C0282321,RO,A0116372,has_contraindicated_drug,MED-RT
C0282321,RO,A0032850,has_contraindicated_drug,MED-RT
C0282321,RO,A0032418,has_contraindicated_drug,MED-RT
C0282321,RO,A28939516,has_contraindicated_physiologic_effect,MED-RT
C0282330,RO,A0051521,has_contraindicated_drug,MED-RT
C0282330,RO,A28934872,therapeutic_class_of,MED-RT
C0282331,RO,A28938338,therapeutic_class_of,MED-RT
C0282336,RO,A28936459,therapeutic_class_of,MED-RT
C0282336,RO,A0051521,has_contraindicated_drug,MED-RT
C0282355,RO,A0070926,has_contraindicated_drug,MED-RT
C0282355,RO,A0076344,has_contraindicated_drug,MED-RT
C0282355,RO,A28939259,therapeutic_class_of,MED-RT
C0282355,RO,A30275422,therapeutic_class_of,MED-RT
C0282356,RO,A0051521,has_contraindicated_drug,MED-RT
C0282356,RO,A0073347,has_contraindicated_drug,MED-RT
C0282356,RO,A28939259,therapeutic_class_of,MED-RT
C0282369,RO,A28936513,therapeutic_class_of,MED-RT
C0282369,RO,A0051521,has_contraindicated_drug,MED-RT
C0282369,RO,A0085901,has_contraindicated_class,MED-RT
C0282369,RO,A24829911,has_contraindicated_class,MED-RT
C0282369,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0282372,RO,A28934458,therapeutic_class_of,MED-RT
C0282372,RO,A30275344,therapeutic_class_of,MED-RT
C0282378,RO,A0017904,has_contraindicated_drug,MED-RT
C0282378,RO,A0021381,has_contraindicated_drug,MED-RT
C0282378,RO,A0023836,has_contraindicated_drug,MED-RT
C0282378,RO,A0026916,has_contraindicated_drug,MED-RT
C0282378,RO,A0035020,has_contraindicated_drug,MED-RT
C0282378,RO,A28939656,therapeutic_class_of,MED-RT
C0282378,RO,A0067190,has_contraindicated_drug,MED-RT
C0282378,RO,A0050653,has_contraindicated_drug,MED-RT
C0282378,RO,A0051521,has_contraindicated_drug,MED-RT
C0282378,RO,A0052543,has_contraindicated_drug,MED-RT
C0282378,RO,A0053608,has_contraindicated_drug,MED-RT
C0282378,RO,A0054178,has_contraindicated_drug,MED-RT
C0282378,RO,A0062237,has_contraindicated_drug,MED-RT
C0282378,RO,A0289960,has_contraindicated_drug,MED-RT
C0282378,RO,A0067245,has_contraindicated_drug,MED-RT
C0282378,RO,A0070988,has_contraindicated_drug,MED-RT
C0282378,RO,A0079219,has_contraindicated_drug,MED-RT
C0282378,RO,A0080699,has_contraindicated_drug,MED-RT
C0282378,RO,A0099233,has_contraindicated_drug,MED-RT
C0282378,RO,A0099262,has_contraindicated_drug,MED-RT
C0282378,RO,A0577679,has_contraindicated_drug,MED-RT
C0282378,RO,A0104301,has_contraindicated_drug,MED-RT
C0282378,RO,A0104436,has_contraindicated_drug,MED-RT
C0282378,RO,A0106141,has_contraindicated_drug,MED-RT
C0282378,RO,A0106585,has_contraindicated_drug,MED-RT
C0282378,RO,A0133195,has_contraindicated_drug,MED-RT
C0282378,RO,A0108034,has_contraindicated_drug,MED-RT
C0282378,RO,A0037003,has_contraindicated_drug,MED-RT
C0282386,RO,A0051521,has_contraindicated_drug,MED-RT
C0282386,RO,A28935484,therapeutic_class_of,MED-RT
C0282388,RO,A28935811,therapeutic_class_of,MED-RT
C0282388,RO,A0051521,has_contraindicated_drug,MED-RT
C0282388,RO,A0070603,has_contraindicated_drug,MED-RT
C0282388,RO,A0104436,has_contraindicated_drug,MED-RT
C0282388,RO,A26669932,has_contraindicated_drug,MED-RT
C0282388,RO,A0291010,has_contraindicated_drug,MED-RT
C0282388,RO,A28934865,has_contraindicated_physiologic_effect,MED-RT
C0282391,RO,A0051521,has_contraindicated_drug,MED-RT
C0282391,RO,A28939259,therapeutic_class_of,MED-RT
C0282395,RO,A0051521,has_contraindicated_drug,MED-RT
C0282395,RO,A28939259,therapeutic_class_of,MED-RT
C0282398,RO,A28938338,therapeutic_class_of,MED-RT
C0282398,RO,A0025421,has_contraindicated_drug,MED-RT
C0282398,RO,A0047119,has_contraindicated_drug,MED-RT
C0282398,RO,A0051521,has_contraindicated_drug,MED-RT
C0282398,RO,A0055269,has_contraindicated_drug,MED-RT
C0282398,RO,A0107589,has_contraindicated_drug,MED-RT
C0282399,RO,A0019635,has_contraindicated_class,MED-RT
C0282399,RO,A28936459,therapeutic_class_of,MED-RT
C0282399,RO,A0051521,has_contraindicated_drug,MED-RT
C0282399,RO,A0091971,has_contraindicated_drug,MED-RT
C0282399,RO,A0125740,has_contraindicated_drug,MED-RT
C0282471,RO,A28939656,therapeutic_class_of,MED-RT
C0282471,RO,A0051521,has_contraindicated_drug,MED-RT
C0282471,RO,A1366101,has_contraindicated_drug,MED-RT
C0282471,RO,A0125740,has_contraindicated_drug,MED-RT
C0282488,RO,A31719765,may_treat,MED-RT
C0282563,RO,A31709844,contraindicated_class_of,MED-RT
C0282563,RO,A31712513,contraindicated_class_of,MED-RT
C0282563,RO,A31712555,contraindicated_class_of,MED-RT
C0282563,RO,A31748334,contraindicated_class_of,MED-RT
C0282563,RO,A31757714,contraindicated_class_of,MED-RT
C0282563,RO,A31762344,contraindicated_class_of,MED-RT
C0282563,RO,A31696116,contraindicated_class_of,MED-RT
C0282563,RO,A31687497,contraindicated_class_of,MED-RT
C0282563,RO,A16949976,contraindicated_class_of,MED-RT
C0282563,RO,A31712771,contraindicated_class_of,MED-RT
C0282564,RO,A31743315,contraindicated_class_of,MED-RT
C0282564,RO,A31633149,contraindicated_class_of,MED-RT
C0282588,RO,A31636699,contraindicated_with_disease,MED-RT
C0282588,RO,A30080377,may_treat,MED-RT
C0282588,RO,A30080312,may_treat,MED-RT
C0282609,RO,A31684961,contraindicated_with_disease,MED-RT
C0282609,RO,A31664663,contraindicated_with_disease,MED-RT
C0282609,RO,A31643437,contraindicated_with_disease,MED-RT
C0282609,RO,A31747865,contraindicated_with_disease,MED-RT
C0282609,RO,A31713333,contraindicated_with_disease,MED-RT
C0282609,RO,A31631956,contraindicated_with_disease,MED-RT
C0282686,RO,A31739492,has_therapeutic_class,MED-RT
C0282686,RO,A31675589,has_therapeutic_class,MED-RT
C0282686,RO,A31642914,has_therapeutic_class,MED-RT
C0282686,RO,A31696717,has_therapeutic_class,MED-RT
C0282686,RO,A31644726,has_therapeutic_class,MED-RT
C0282686,RO,A31702311,has_therapeutic_class,MED-RT
C0282686,RO,A31720691,has_therapeutic_class,MED-RT
C0282686,RO,A31703130,has_therapeutic_class,MED-RT
C0282686,RO,A31703131,has_therapeutic_class,MED-RT
C0282686,RO,A31721666,has_therapeutic_class,MED-RT
C0282686,RO,A10338255,has_therapeutic_class,MED-RT
C0282686,RO,A31706836,has_therapeutic_class,MED-RT
C0282686,RO,A31759159,has_therapeutic_class,MED-RT
C0282686,RO,A31724503,has_therapeutic_class,MED-RT
C0282686,RO,A31690707,has_therapeutic_class,MED-RT
C0282686,RO,A31690769,has_therapeutic_class,MED-RT
C0282686,RO,A31673698,has_therapeutic_class,MED-RT
C0282686,RO,A31760719,has_therapeutic_class,MED-RT
C0282686,RO,A31656844,has_therapeutic_class,MED-RT
C0282686,RO,A31692839,has_therapeutic_class,MED-RT
C0282686,RO,A31676176,has_therapeutic_class,MED-RT
C0282686,RO,A31711058,has_therapeutic_class,MED-RT
C0282686,RO,A31694582,has_therapeutic_class,MED-RT
C0282686,RO,A31764190,has_therapeutic_class,MED-RT
C0282686,RO,A31746889,has_therapeutic_class,MED-RT
C0282686,RO,A31729917,has_therapeutic_class,MED-RT
C0282686,RO,A31764578,has_therapeutic_class,MED-RT
C0282686,RO,A31695202,has_therapeutic_class,MED-RT
C0282686,RO,A31747477,has_therapeutic_class,MED-RT
C0282686,RO,A16788045,has_therapeutic_class,MED-RT
C0282686,RO,A31713077,has_therapeutic_class,MED-RT
C0282686,RO,A31748162,has_therapeutic_class,MED-RT
C0282686,RO,A31766418,has_therapeutic_class,MED-RT
C0282686,RO,A10338302,has_therapeutic_class,MED-RT
C0282686,RO,A31766504,has_therapeutic_class,MED-RT
C0282686,RO,A31766723,has_therapeutic_class,MED-RT
C0282686,RO,A31715815,has_therapeutic_class,MED-RT
C0282686,RO,A31680835,has_therapeutic_class,MED-RT
C0282686,RO,A31716046,has_therapeutic_class,MED-RT
C0282686,RO,A31646898,has_therapeutic_class,MED-RT
C0282686,RO,A31734430,has_therapeutic_class,MED-RT
C0282686,RO,A10336889,has_therapeutic_class,MED-RT
C0282686,RO,A10336897,has_therapeutic_class,MED-RT
C0282686,RO,A10336899,has_therapeutic_class,MED-RT
C0282686,RO,A17038219,has_therapeutic_class,MED-RT
C0282686,RO,A10336943,has_therapeutic_class,MED-RT
C0282686,RO,A10336955,has_therapeutic_class,MED-RT
C0282686,RO,A10336819,has_therapeutic_class,MED-RT
C0282686,RO,A10336998,has_therapeutic_class,MED-RT
C0282686,RO,A19987883,has_therapeutic_class,MED-RT
C0282686,RO,A16788059,has_therapeutic_class,MED-RT
C0282686,RO,A10337132,has_therapeutic_class,MED-RT
C0282686,RO,A10337133,has_therapeutic_class,MED-RT
C0282686,RO,A16795543,has_therapeutic_class,MED-RT
C0282686,RO,A10337231,has_therapeutic_class,MED-RT
C0282686,RO,A10337270,has_therapeutic_class,MED-RT
C0282686,RO,A10337289,has_therapeutic_class,MED-RT
C0282686,RO,A10337384,has_therapeutic_class,MED-RT
C0282686,RO,A31654879,has_therapeutic_class,MED-RT
C0282686,RO,A10337498,has_therapeutic_class,MED-RT
C0282686,RO,A10337654,has_therapeutic_class,MED-RT
C0282686,RO,A10337686,has_therapeutic_class,MED-RT
C0282686,RO,A10337787,has_therapeutic_class,MED-RT
C0282686,RO,A10337981,has_therapeutic_class,MED-RT
C0282686,RO,A10337984,has_therapeutic_class,MED-RT
C0282686,RO,A10337283,has_therapeutic_class,MED-RT
C0282686,RO,A31727660,has_therapeutic_class,MED-RT
C0282686,RO,A31640632,has_therapeutic_class,MED-RT
C0282686,RO,A10336920,has_therapeutic_class,MED-RT
C0282686,RO,A16793090,has_therapeutic_class,MED-RT
C0282686,RO,A31763187,has_therapeutic_class,MED-RT
C0282686,RO,A31641478,has_therapeutic_class,MED-RT
C0282686,RO,A31728604,has_therapeutic_class,MED-RT
C0282686,RO,A31659069,has_therapeutic_class,MED-RT
C0282686,RO,A31729466,has_therapeutic_class,MED-RT
C0282686,RO,A10338129,has_therapeutic_class,MED-RT
C0282686,RO,A31730111,has_therapeutic_class,MED-RT
C0282686,RO,A31695239,has_therapeutic_class,MED-RT
C0282686,RO,A10338250,has_therapeutic_class,MED-RT
C0282686,RO,A31765569,has_therapeutic_class,MED-RT
C0282686,RO,A31713490,has_therapeutic_class,MED-RT
C0282686,RO,A31713492,has_therapeutic_class,MED-RT
C0282686,RO,A31748204,has_therapeutic_class,MED-RT
C0282686,RO,A16791892,has_therapeutic_class,MED-RT
C0282686,RO,A10347344,has_therapeutic_class,MED-RT
C0282686,RO,A10350252,has_therapeutic_class,MED-RT
C0282686,RO,A31732035,has_therapeutic_class,MED-RT
C0282686,RO,A31749435,has_therapeutic_class,MED-RT
C0282686,RO,A31662500,has_therapeutic_class,MED-RT
C0282686,RO,A31662501,has_therapeutic_class,MED-RT
C0282686,RO,A31679843,has_therapeutic_class,MED-RT
C0282686,RO,A31662503,has_therapeutic_class,MED-RT
C0282686,RO,A31698192,has_therapeutic_class,MED-RT
C0282686,RO,A31716082,has_therapeutic_class,MED-RT
C0282686,RO,A31664107,has_therapeutic_class,MED-RT
C0282686,RO,A10339501,has_therapeutic_class,MED-RT
C0282686,RO,A16791912,has_therapeutic_class,MED-RT
C0282686,RO,A31754866,has_therapeutic_class,MED-RT
C0282686,RO,A31754917,has_therapeutic_class,MED-RT
C0282686,RO,A31737598,has_therapeutic_class,MED-RT
C0282686,RO,A31650664,has_therapeutic_class,MED-RT
C0282686,RO,A31720995,has_therapeutic_class,MED-RT
C0282686,RO,A10340653,has_therapeutic_class,MED-RT
C0282686,RO,A16789417,has_therapeutic_class,MED-RT
C0282686,RO,A10340685,has_therapeutic_class,MED-RT
C0282686,RO,A31687486,has_therapeutic_class,MED-RT
C0282686,RO,A31652845,has_therapeutic_class,MED-RT
C0282686,RO,A16789505,has_therapeutic_class,MED-RT
C0282686,RO,A16792038,has_therapeutic_class,MED-RT
C0282686,RO,A31723428,has_therapeutic_class,MED-RT
C0282686,RO,A31705854,has_therapeutic_class,MED-RT
C0282686,RO,A31705856,has_therapeutic_class,MED-RT
C0282686,RO,A31758102,has_therapeutic_class,MED-RT
C0282686,RO,A31723567,has_therapeutic_class,MED-RT
C0282686,RO,A10351663,has_therapeutic_class,MED-RT
C0282686,RO,A31706302,has_therapeutic_class,MED-RT
C0282686,RO,A31706307,has_therapeutic_class,MED-RT
C0282686,RO,A31671526,has_therapeutic_class,MED-RT
C0282686,RO,A36406997,has_therapeutic_class,MED-RT
C0282686,RO,A31671533,has_therapeutic_class,MED-RT
C0282686,RO,A16789573,has_therapeutic_class,MED-RT
C0282686,RO,A31636750,has_therapeutic_class,MED-RT
C0282686,RO,A31723887,has_therapeutic_class,MED-RT
C0282686,RO,A16797008,has_therapeutic_class,MED-RT
C0282686,RO,A31636764,has_therapeutic_class,MED-RT
C0282686,RO,A31636766,has_therapeutic_class,MED-RT
C0282686,RO,A16797013,has_therapeutic_class,MED-RT
C0282686,RO,A31654247,has_therapeutic_class,MED-RT
C0282686,RO,A31654254,has_therapeutic_class,MED-RT
C0282686,RO,A31758561,has_therapeutic_class,MED-RT
C0282686,RO,A31654257,has_therapeutic_class,MED-RT
C0282686,RO,A31636783,has_therapeutic_class,MED-RT
C0282686,RO,A31706893,has_therapeutic_class,MED-RT
C0282686,RO,A31633520,has_therapeutic_class,MED-RT
C0282686,RO,A10381439,has_therapeutic_class,MED-RT
C0282686,RO,A10381441,has_therapeutic_class,MED-RT
C0282686,RO,A31667773,has_therapeutic_class,MED-RT
C0282686,RO,A31672199,has_therapeutic_class,MED-RT
C0282686,RO,A31681693,has_therapeutic_class,MED-RT
C0282686,RO,A10483533,has_therapeutic_class,MED-RT
C0282686,RO,A26448448,has_therapeutic_class,MED-RT
C0282686,RO,A12934124,has_therapeutic_class,MED-RT
C0282686,RO,A31724833,has_therapeutic_class,MED-RT
C0282686,RO,A31693505,has_therapeutic_class,MED-RT
C0282686,RO,A16791041,has_therapeutic_class,MED-RT
C0282686,RO,A31690817,has_therapeutic_class,MED-RT
C0282686,RO,A31761940,has_therapeutic_class,MED-RT
C0282686,RO,A16793501,has_therapeutic_class,MED-RT
C0282686,RO,A31744645,has_therapeutic_class,MED-RT
C0282686,RO,A31640373,has_therapeutic_class,MED-RT
C0282686,RO,A31709922,has_therapeutic_class,MED-RT
C0282686,RO,A25780761,has_therapeutic_class,MED-RT
C0282686,RO,A31649710,has_therapeutic_class,MED-RT
C0282686,RO,A20290741,has_therapeutic_class,MED-RT
C0282686,RO,A31460074,has_therapeutic_class,MED-RT
C0282686,RO,A19393905,has_therapeutic_class,MED-RT
C0282686,RO,A36506922,has_therapeutic_class,MED-RT
C0282686,RO,A31764546,has_therapeutic_class,MED-RT
C0282686,RO,A31747197,has_therapeutic_class,MED-RT
C0282686,RO,A26942549,has_therapeutic_class,MED-RT
C0282686,RO,A16797285,has_therapeutic_class,MED-RT
C0282686,RO,A19304123,has_therapeutic_class,MED-RT
C0282686,RO,A20843500,has_therapeutic_class,MED-RT
C0282686,RO,A20837828,has_therapeutic_class,MED-RT
C0282686,RO,A20835583,has_therapeutic_class,MED-RT
C0282686,RO,A24117655,has_therapeutic_class,MED-RT
C0282686,RO,A19393904,has_therapeutic_class,MED-RT
C0282686,RO,A24174930,has_therapeutic_class,MED-RT
C0282686,RO,A24116997,has_therapeutic_class,MED-RT
C0282686,RO,A22642736,has_therapeutic_class,MED-RT
C0282686,RO,A28678045,has_therapeutic_class,MED-RT
C0282686,RO,A20175005,has_therapeutic_class,MED-RT
C0282686,RO,A25784932,has_therapeutic_class,MED-RT
C0282686,RO,A31632475,has_therapeutic_class,MED-RT
C0282686,RO,A24636436,has_therapeutic_class,MED-RT
C0282686,RO,A22645968,has_therapeutic_class,MED-RT
C0282686,RO,A23601205,has_therapeutic_class,MED-RT
C0282686,RO,A31702923,has_therapeutic_class,MED-RT
C0282686,RO,A31650966,has_therapeutic_class,MED-RT
C0282686,RO,A31633805,has_therapeutic_class,MED-RT
C0282686,RO,A31685883,has_therapeutic_class,MED-RT
C0282686,RO,A24780193,has_therapeutic_class,MED-RT
C0282686,RO,A24152560,has_therapeutic_class,MED-RT
C0282686,RO,A24152619,has_therapeutic_class,MED-RT
C0282686,RO,A31686815,has_therapeutic_class,MED-RT
C0282686,RO,A30301870,has_therapeutic_class,MED-RT
C0282686,RO,A33591456,has_therapeutic_class,MED-RT
C0282686,RO,A32454629,has_therapeutic_class,MED-RT
C0282686,RO,A31215109,has_therapeutic_class,MED-RT
C0282686,RO,A37707000,has_therapeutic_class,MED-RT
C0282686,RO,A38237412,has_therapeutic_class,MED-RT
C0282686,RO,A33591697,has_therapeutic_class,MED-RT
C0282686,RO,A37560457,has_therapeutic_class,MED-RT
C0282686,RO,A34970904,has_therapeutic_class,MED-RT
C0282686,RO,A37841485,has_therapeutic_class,MED-RT
C0282686,RO,A37843204,has_therapeutic_class,MED-RT
