CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0005640,C0042880,contraindicated_with_disease,MED-RT,dicumarol,Vitamin K Deficiency
C0005642,C0005779,contraindicated_with_disease,MED-RT,bismuth,Blood Coagulation Disorders
C0005642,C0008049,contraindicated_with_disease,MED-RT,bismuth,Chickenpox
C0005642,C0011991,may_treat,MED-RT,bismuth,Diarrhea
C0005642,C0014836,may_treat,MED-RT,bismuth,Escherichia coli Infections
C0005642,C0042769,may_treat,MED-RT,bismuth,Virus Diseases
C0005642,C1527298,may_treat,MED-RT,bismuth,"Dysentery, Bacillary"
C0005739,C0019829,may_treat,MED-RT,bleomycin sulfate,Hodgkin Disease
C0005740,C0019829,may_treat,MED-RT,bleomycin,Hodgkin Disease
C0006020,C0029878,may_prevent,MED-RT,boric acid,Otitis Externa
C0006020,C0038814,may_treat,MED-RT,boric acid,Sunburn
C0006050,C0005747,may_treat,MED-RT,botulinum toxin type A,Blepharospasm
C0006050,C0016167,may_treat,MED-RT,botulinum toxin type A,Anal Fissure
C0006050,C0038379,may_treat,MED-RT,botulinum toxin type A,Strabismus
C0006051,C0152116,may_treat,MED-RT,botulinum toxin type B,Spasmodic torticollis
C0006168,C0042510,may_prevent,MED-RT,bretylium tosylate,Ventricular Fibrillation
C0006168,C0042510,may_treat,MED-RT,bretylium tosylate,Ventricular Fibrillation
C0006168,C0042514,may_treat,MED-RT,bretylium tosylate,"Tachycardia, Ventricular"
C0006213,C0003469,may_treat,MED-RT,bromazepam,Anxiety Disorders
C0006213,C0917801,may_treat,MED-RT,bromazepam,Sleeplessness
C0006230,C0002453,may_treat,MED-RT,bromocriptine,Amenorrhea
C0006230,C0020514,may_treat,MED-RT,bromocriptine,Hyperprolactinemia
C0006230,C0027849,may_treat,MED-RT,bromocriptine,Neuroleptic Malignant Syndrome
C0006230,C0151744,contraindicated_with_disease,MED-RT,bromocriptine,Myocardial Ischemia
C0006246,C0021843,contraindicated_with_disease,MED-RT,brompheniramine,Intestinal Obstruction
C0006246,C0030920,contraindicated_with_disease,MED-RT,brompheniramine,Peptic Ulcer
C0006246,C0035460,may_treat,MED-RT,brompheniramine,"Rhinitis, Vasomotor"
C0006246,C0041969,contraindicated_with_disease,MED-RT,brompheniramine,Urethral Diseases
C0006246,C0042109,may_treat,MED-RT,brompheniramine,Urticaria
C0006376,C0011175,contraindicated_with_disease,MED-RT,bumetanide,Dehydration
C0006376,C0018801,may_treat,MED-RT,bumetanide,Heart failure
C0006376,C0022660,may_treat,MED-RT,bumetanide,"Kidney Failure, Acute"
C0006376,C0034063,may_treat,MED-RT,bumetanide,Pulmonary Edema
C0006388,C0017612,may_treat,MED-RT,levobunolol,"Glaucoma, Open-Angle"
C0006403,C0017601,may_treat,MED-RT,bupranolol,Glaucoma
C0006462,C0003469,may_treat,MED-RT,buspirone,Anxiety Disorders
C0006463,C0032463,may_treat,MED-RT,busulfan,Polycythemia Vera
C0006491,C0021843,contraindicated_with_disease,MED-RT,butorphanol,Intestinal Obstruction
C0006491,C0027412,contraindicated_with_disease,MED-RT,butorphanol,Opioid-Related Disorders
C0006668,C0029401,may_treat,MED-RT,calcitonin,Osteitis Deformans
C0006668,C0029434,may_treat,MED-RT,calcitonin,Osteogenesis Imperfecta
C0006674,C0020502,may_treat,MED-RT,calcitriol,Hyperparathyroidism
C0006674,C0020598,may_treat,MED-RT,calcitriol,Hypocalcemia
C0006674,C0024523,contraindicated_with_disease,MED-RT,calcitriol,Malabsorption Syndrome
C0006674,C0033860,may_treat,MED-RT,calcitriol,Psoriasis
C0006674,C0042870,may_prevent,MED-RT,calcitriol,Vitamin D Deficiency
C0006674,C0042875,may_treat,MED-RT,calcitriol,Vitamin E Deficiency
C0006681,C0017168,may_treat,MED-RT,calcium carbonate,Gastroesophageal reflux disease
C0006681,C0018834,may_treat,MED-RT,calcium carbonate,Heartburn
C0006681,C0020598,may_treat,MED-RT,calcium carbonate,Hypocalcemia
C0006686,C0018790,may_treat,MED-RT,calcium chloride,Cardiac Arrest
C0006686,C0020598,may_treat,MED-RT,calcium chloride,Hypocalcemia
C0006686,C0042510,contraindicated_with_disease,MED-RT,calcium chloride,Ventricular Fibrillation
C0006692,C0019158,contraindicated_with_disease,MED-RT,edetate calcium disodium,Hepatitis
C0006692,C0023176,may_prevent,MED-RT,edetate calcium disodium,Lead Poisoning
C0006699,C0018790,may_treat,MED-RT,calcium gluconate,Cardiac Arrest
C0006699,C0020598,may_treat,MED-RT,calcium gluconate,Hypocalcemia
C0006699,C0042510,contraindicated_with_disease,MED-RT,calcium gluconate,Ventricular Fibrillation
C0006700,C0020598,may_treat,MED-RT,calcium glycerophosphate,Hypocalcemia
C0006710,C0020598,may_treat,MED-RT,calcium pantothenate,Hypocalcemia
C0006710,C0042850,may_treat,MED-RT,calcium pantothenate,Vitamin B Deficiency
C0006711,C0020598,may_treat,MED-RT,calcium phosphate,Hypocalcemia
C0006724,C0014544,may_treat,MED-RT,calcium valproate,Epilepsy
C0006724,C0023895,contraindicated_with_disease,MED-RT,calcium valproate,Liver diseases
C0006724,C0154246,contraindicated_with_disease,MED-RT,calcium valproate,"Urea Cycle Disorders, Inborn"
C0006837,C0019087,contraindicated_with_disease,MED-RT,Candida albicans,Hemorrhagic Disorders
C0006863,C0238111,may_treat,MED-RT,cannabidiol,Lennox-Gastaut syndrome
C0006886,C0026393,may_treat,MED-RT,cantharidin,Molluscum Contagiosum
C0006886,C3665596,may_treat,MED-RT,cantharidin,Warts
C0006931,C0019360,may_treat,MED-RT,capsaicin,Herpes zoster (disorder)
C0006938,C0003873,may_treat,MED-RT,captopril,Rheumatoid Arthritis
C0006938,C0004775,may_treat,MED-RT,captopril,Bartter Disease
C0006938,C0018801,may_treat,MED-RT,captopril,Heart failure
C0006938,C0020428,contraindicated_with_disease,MED-RT,captopril,Hyperaldosteronism
C0006938,C0020649,contraindicated_with_disease,MED-RT,captopril,Hypotension
C0006945,C0017601,may_treat,MED-RT,carbachol,Glaucoma
C0006949,C0005586,may_treat,MED-RT,carbamazepine,Bipolar Disorder
C0006949,C0035258,may_treat,MED-RT,carbamazepine,Restless Legs Syndrome
C0006949,C0036341,may_treat,MED-RT,carbamazepine,Schizophrenia
C0006949,C0038436,may_treat,MED-RT,carbamazepine,Post-Traumatic Stress Disorder
C0006949,C0525045,may_treat,MED-RT,carbamazepine,Mood Disorders
C0006976,C0004623,may_prevent,MED-RT,carbenicillin,Bacterial Infections
C0006976,C0004623,may_treat,MED-RT,carbenicillin,Bacterial Infections
C0006976,C0033581,may_treat,MED-RT,carbenicillin,prostatitis
C0006976,C0042029,may_treat,MED-RT,carbenicillin,Urinary tract infection
C0007047,C0010692,may_treat,MED-RT,carboprost,Cystitis
C0007047,C0018799,contraindicated_with_disease,MED-RT,carboprost,Heart Diseases
C0007047,C0023895,contraindicated_with_disease,MED-RT,carboprost,Liver diseases
C0007047,C0242172,contraindicated_with_disease,MED-RT,carboprost,Pelvic Inflammatory Disease
C0007248,C0027121,may_treat,MED-RT,carisoprodol,Myositis
C0007248,C0037763,may_treat,MED-RT,carisoprodol,Spasm
C0007257,C0019829,may_treat,MED-RT,carmustine,Hodgkin Disease
C0007257,C0026764,may_treat,MED-RT,carmustine,Multiple Myeloma
C0007257,C0027947,contraindicated_with_disease,MED-RT,carmustine,Neutropenia
C0007257,C0040034,contraindicated_with_disease,MED-RT,carmustine,Thrombocytopenia
C0007299,C0017612,may_treat,MED-RT,carteolol,"Glaucoma, Open-Angle"
C0007299,C0018801,contraindicated_with_disease,MED-RT,carteolol,Heart failure
C0007299,C0020649,contraindicated_with_disease,MED-RT,carteolol,Hypotension
C0007299,C0034063,contraindicated_with_disease,MED-RT,carteolol,Pulmonary Edema
C0007299,C0036980,contraindicated_with_disease,MED-RT,carteolol,"Shock, Cardiogenic"
C0007537,C0004623,may_prevent,MED-RT,cefaclor,Bacterial Infections
C0007537,C0004623,may_treat,MED-RT,cefaclor,Bacterial Infections
C0007537,C0014836,may_treat,MED-RT,cefaclor,Escherichia coli Infections
C0007537,C0029882,may_treat,MED-RT,cefaclor,Otitis Media
C0007537,C0042029,may_treat,MED-RT,cefaclor,Urinary tract infection
C0007538,C0004623,may_prevent,MED-RT,cefadroxil,Bacterial Infections
C0007538,C0004623,may_treat,MED-RT,cefadroxil,Bacterial Infections
C0007538,C0014836,may_treat,MED-RT,cefadroxil,Escherichia coli Infections
C0007538,C0021099,may_treat,MED-RT,cefadroxil,Impetigo
C0007538,C0042029,may_treat,MED-RT,cefadroxil,Urinary tract infection
C0007541,C0014836,may_treat,MED-RT,cefamandole,Escherichia coli Infections
C0007541,C0042029,may_treat,MED-RT,cefamandole,Urinary tract infection
C0007545,C0004623,may_prevent,MED-RT,cefatrizine,Bacterial Infections
C0007545,C0004623,may_treat,MED-RT,cefatrizine,Bacterial Infections
C0007546,C0004623,may_prevent,MED-RT,cefazolin,Bacterial Infections
C0007546,C0004623,may_treat,MED-RT,cefazolin,Bacterial Infections
C0007546,C0014836,may_treat,MED-RT,cefazolin,Escherichia coli Infections
C0007546,C0042029,may_treat,MED-RT,cefazolin,Urinary tract infection
C0007550,C0004623,may_treat,MED-RT,cefmetazole,Bacterial Infections
C0007550,C0014836,may_treat,MED-RT,cefmetazole,Escherichia coli Infections
C0007552,C0004623,may_prevent,MED-RT,cefoperazone,Bacterial Infections
C0007552,C0004623,may_treat,MED-RT,cefoperazone,Bacterial Infections
C0007552,C0014836,may_treat,MED-RT,cefoperazone,Escherichia coli Infections
C0007552,C0036117,may_treat,MED-RT,cefoperazone,Salmonella infections
C0007552,C0042029,may_treat,MED-RT,cefoperazone,Urinary tract infection
C0007554,C0004623,may_prevent,MED-RT,cefotaxime,Bacterial Infections
C0007554,C0004623,may_treat,MED-RT,cefotaxime,Bacterial Infections
C0007554,C0014836,may_treat,MED-RT,cefotaxime,Escherichia coli Infections
C0007554,C0018081,may_treat,MED-RT,cefotaxime,Gonorrhea
C0007554,C0031154,may_treat,MED-RT,cefotaxime,Peritonitis
C0007554,C0036117,may_treat,MED-RT,cefotaxime,Salmonella infections
C0007554,C0042029,may_treat,MED-RT,cefotaxime,Urinary tract infection
C0007554,C0242172,may_treat,MED-RT,cefotaxime,Pelvic Inflammatory Disease
C0007555,C0004623,may_prevent,MED-RT,cefotetan,Bacterial Infections
C0007555,C0004623,may_treat,MED-RT,cefotetan,Bacterial Infections
C0007555,C0014836,may_treat,MED-RT,cefotetan,Escherichia coli Infections
C0007555,C0018081,may_treat,MED-RT,cefotetan,Gonorrhea
C0007555,C0031154,may_treat,MED-RT,cefotetan,Peritonitis
C0007555,C0042029,may_treat,MED-RT,cefotetan,Urinary tract infection
C0007556,C0004623,may_prevent,MED-RT,cefotiam,Bacterial Infections
C0007556,C0004623,may_treat,MED-RT,cefotiam,Bacterial Infections
C0007557,C0004623,may_prevent,MED-RT,cefoxitin,Bacterial Infections
C0007557,C0004623,may_treat,MED-RT,cefoxitin,Bacterial Infections
C0007557,C0014836,may_treat,MED-RT,cefoxitin,Escherichia coli Infections
C0007557,C0018081,may_treat,MED-RT,cefoxitin,Gonorrhea
C0007557,C0031154,may_treat,MED-RT,cefoxitin,Peritonitis
C0007557,C0042029,may_treat,MED-RT,cefoxitin,Urinary tract infection
C0007558,C0004623,may_prevent,MED-RT,cefsulodin,Bacterial Infections
C0007559,C0004623,may_prevent,MED-RT,ceftazidime,Bacterial Infections
C0007559,C0004623,may_treat,MED-RT,ceftazidime,Bacterial Infections
C0007559,C0014836,may_treat,MED-RT,ceftazidime,Escherichia coli Infections
C0007559,C0027947,may_treat,MED-RT,ceftazidime,Neutropenia
C0007559,C0042029,may_treat,MED-RT,ceftazidime,Urinary tract infection
C0007560,C0004623,may_prevent,MED-RT,ceftizoxime,Bacterial Infections
C0007560,C0004623,may_treat,MED-RT,ceftizoxime,Bacterial Infections
C0007560,C0014836,may_treat,MED-RT,ceftizoxime,Escherichia coli Infections
C0007560,C0018081,may_treat,MED-RT,ceftizoxime,Gonorrhea
C0007560,C0042029,may_treat,MED-RT,ceftizoxime,Urinary tract infection
C0007560,C0242172,may_treat,MED-RT,ceftizoxime,Pelvic Inflammatory Disease
C0007561,C0004623,may_prevent,MED-RT,ceftriaxone,Bacterial Infections
C0007561,C0004623,may_treat,MED-RT,ceftriaxone,Bacterial Infections
C0007561,C0007947,may_treat,MED-RT,ceftriaxone,Chancroid
C0007561,C0014534,may_treat,MED-RT,ceftriaxone,Epididymitis
C0007561,C0014836,may_treat,MED-RT,ceftriaxone,Escherichia coli Infections
C0007561,C0016977,contraindicated_with_disease,MED-RT,ceftriaxone,Gall Bladder Diseases
C0007561,C0018081,may_treat,MED-RT,ceftriaxone,Gonorrhea
C0007561,C0024198,may_treat,MED-RT,ceftriaxone,Lyme Disease
C0007561,C0029882,may_treat,MED-RT,ceftriaxone,Otitis Media
C0007561,C0031154,may_treat,MED-RT,ceftriaxone,Peritonitis
C0007561,C0036117,may_treat,MED-RT,ceftriaxone,Salmonella infections
C0007561,C0042029,may_treat,MED-RT,ceftriaxone,Urinary tract infection
C0007562,C0004623,may_prevent,MED-RT,cefuroxime,Bacterial Infections
C0007562,C0004623,may_treat,MED-RT,cefuroxime,Bacterial Infections
C0007562,C0014836,may_treat,MED-RT,cefuroxime,Escherichia coli Infections
C0007562,C0018081,may_treat,MED-RT,cefuroxime,Gonorrhea
C0007562,C0021099,may_treat,MED-RT,cefuroxime,Impetigo
C0007562,C0024198,may_treat,MED-RT,cefuroxime,Lyme Disease
C0007562,C0042029,may_treat,MED-RT,cefuroxime,Urinary tract infection
C0007716,C0004623,may_prevent,MED-RT,cephalexin,Bacterial Infections
C0007716,C0004623,may_treat,MED-RT,cephalexin,Bacterial Infections
C0007716,C0014836,may_treat,MED-RT,cephalexin,Escherichia coli Infections
C0007716,C0029882,may_treat,MED-RT,cephalexin,Otitis Media
C0007716,C0042029,may_treat,MED-RT,cephalexin,Urinary tract infection
C0007735,C0014836,may_treat,MED-RT,cephalothin,Escherichia coli Infections
C0007735,C0042029,may_treat,MED-RT,cephalothin,Urinary tract infection
C0007737,C0014836,may_treat,MED-RT,cephapirin,Escherichia coli Infections
C0007737,C0042029,may_treat,MED-RT,cephapirin,Urinary tract infection
C0007738,C0004623,may_prevent,MED-RT,cephradine,Bacterial Infections
C0007738,C0004623,may_treat,MED-RT,cephradine,Bacterial Infections
C0007738,C0014836,may_treat,MED-RT,cephradine,Escherichia coli Infections
C0007738,C0042029,may_treat,MED-RT,cephradine,Urinary tract infection
C0007955,C0011991,may_treat,MED-RT,charcoal,Diarrhea
C0007955,C0016204,may_prevent,MED-RT,charcoal,Flatulence
C0007955,C0016204,may_treat,MED-RT,charcoal,Flatulence
C0007955,C0041948,may_treat,MED-RT,charcoal,Uremia
C0008024,C0023895,contraindicated_with_disease,MED-RT,chenodeoxycholic acid,Liver diseases
C0008024,C0030305,contraindicated_with_disease,MED-RT,chenodeoxycholic acid,Pancreatitis
C0008161,C0017152,contraindicated_with_disease,MED-RT,chloral hydrate,Gastritis
C0008161,C0085605,contraindicated_with_disease,MED-RT,chloral hydrate,Liver Failure
C0008163,C0019829,may_treat,MED-RT,chlorambucil,Hodgkin Disease
C0008163,C0836924,may_treat,MED-RT,chlorambucil,Thrombocytosis
C0008168,C0004623,may_prevent,MED-RT,chloramphenicol,Bacterial Infections
C0008168,C0004623,may_treat,MED-RT,chloramphenicol,Bacterial Infections
C0008168,C0025294,may_treat,MED-RT,chloramphenicol,Meningococcal meningitis
C0008168,C0029878,may_treat,MED-RT,chloramphenicol,Otitis Externa
C0008168,C0035585,may_treat,MED-RT,chloramphenicol,Rickettsia Infections
C0008168,C0036117,may_treat,MED-RT,chloramphenicol,Salmonella infections
C0008174,C0003469,may_treat,MED-RT,clorazepate,Anxiety Disorders
C0008183,C0033774,may_treat,MED-RT,chlorcyclizine,Pruritus
C0008183,C0042963,may_treat,MED-RT,chlorcyclizine,Vomiting
C0008188,C0003469,may_treat,MED-RT,chlordiazepoxide,Anxiety Disorders
C0008196,C0006849,may_treat,MED-RT,chlorhexidine,Oral candidiasis
C0008196,C0031090,may_treat,MED-RT,chlorhexidine,Periodontal Diseases
C0008197,C0006849,may_treat,MED-RT,chlorhexidine acetate,Oral candidiasis
C0008197,C0031090,may_treat,MED-RT,chlorhexidine acetate,Periodontal Diseases
C0008199,C0006849,may_treat,MED-RT,chlorhexidine hydrochloride,Oral candidiasis
C0008199,C0031090,may_treat,MED-RT,chlorhexidine hydrochloride,Periodontal Diseases
C0008221,C0917801,may_treat,MED-RT,chlormethiazole,Sleeplessness
C0008223,C0003469,may_treat,MED-RT,chlormezanone,Anxiety Disorders
C0008241,C0024530,may_prevent,MED-RT,proguanil,Malaria
C0008241,C0024530,may_treat,MED-RT,proguanil,Malaria
C0008241,C0024535,may_prevent,MED-RT,proguanil,"Malaria, Falciparum"
C0008241,C0024535,may_treat,MED-RT,proguanil,"Malaria, Falciparum"
C0008269,C0002438,may_treat,MED-RT,chloroquine,Amebiasis
C0008269,C0003873,may_treat,MED-RT,chloroquine,Rheumatoid Arthritis
C0008269,C0024530,may_prevent,MED-RT,chloroquine,Malaria
C0008269,C0024530,may_treat,MED-RT,chloroquine,Malaria
C0008269,C0024535,may_treat,MED-RT,chloroquine,"Malaria, Falciparum"
C0008269,C0030807,may_treat,MED-RT,chloroquine,Pemphigus
C0008269,C0033860,contraindicated_with_disease,MED-RT,chloroquine,Psoriasis
C0008269,C0035309,contraindicated_with_disease,MED-RT,chloroquine,Retinal Diseases
C0008269,C0036421,may_treat,MED-RT,chloroquine,Systemic Scleroderma
C0008273,C0018801,may_treat,MED-RT,chlorothiazide,Heart failure
C0008275,C0025322,may_treat,MED-RT,chlorotrianisene,Premature Menopause
C0008280,C0027121,may_treat,MED-RT,chlorphenesin,Myositis
C0008280,C0037763,may_treat,MED-RT,chlorphenesin,Spasm
C0008281,C0030920,contraindicated_with_disease,MED-RT,chlorpheniramine,Peptic Ulcer
C0008281,C0042109,may_treat,MED-RT,chlorpheniramine,Urticaria
C0008286,C0003469,may_treat,MED-RT,chlorpromazine,Anxiety Disorders
C0008286,C0009421,contraindicated_with_disease,MED-RT,chlorpromazine,Comatose
C0008286,C0019521,may_treat,MED-RT,chlorpromazine,Hiccough
C0008286,C0036341,may_treat,MED-RT,chlorpromazine,Schizophrenia
C0008286,C0042963,may_treat,MED-RT,chlorpromazine,Vomiting
C0008290,C0009421,contraindicated_with_disease,MED-RT,chlorprothixene,Comatose
C0008290,C0036349,may_treat,MED-RT,chlorprothixene,Paranoid Schizophrenia
C0008294,C0018801,may_treat,MED-RT,chlorthalidone,Heart failure
C0008296,C0023895,contraindicated_with_disease,MED-RT,chlorzoxazone,Liver diseases
C0008296,C0027121,may_treat,MED-RT,chlorzoxazone,Myositis
C0008296,C0037763,may_treat,MED-RT,chlorzoxazone,Spasm
C0008318,C0010346,may_treat,MED-RT,cholecalciferol,Crohn Disease
C0008318,C0020626,may_treat,MED-RT,cholecalciferol,Hypoparathyroidism
C0008318,C0033860,may_treat,MED-RT,cholecalciferol,Psoriasis
C0008402,C0011991,may_treat,MED-RT,cholestyramine resin,Diarrhea
C0008402,C0021843,contraindicated_with_disease,MED-RT,cholestyramine resin,Intestinal Obstruction
C0008402,C1956346,may_prevent,MED-RT,cholestyramine resin,Coronary Artery Disease
C0008402,C1956346,may_treat,MED-RT,cholestyramine resin,Coronary Artery Disease
C0008466,C0007302,may_treat,MED-RT,chondroitin sulfates,Cartilage Diseases
C0008466,C0029408,may_treat,MED-RT,chondroitin sulfates,Degenerative polyarthritis
C0008777,C0003869,may_treat,MED-RT,cilastatin,"Arthritis, Infectious"
C0008777,C0042029,may_treat,MED-RT,cilastatin,Urinary tract infection
C0008783,C0017168,may_treat,MED-RT,cimetidine,Gastroesophageal reflux disease
C0008783,C0018834,may_treat,MED-RT,cimetidine,Heartburn
C0008783,C0042109,may_treat,MED-RT,cimetidine,Urticaria
C0008806,C0014836,may_treat,MED-RT,cinoxacin,Escherichia coli Infections
C0008806,C0042029,may_treat,MED-RT,cinoxacin,Urinary tract infection
C0008809,C0003175,may_treat,MED-RT,ciprofloxacin,Anthrax disease
C0008809,C0003869,may_treat,MED-RT,ciprofloxacin,"Arthritis, Infectious"
C0008809,C0004623,may_prevent,MED-RT,ciprofloxacin,Bacterial Infections
C0008809,C0004623,may_treat,MED-RT,ciprofloxacin,Bacterial Infections
C0008809,C0009768,may_treat,MED-RT,ciprofloxacin,Bacterial conjunctivitis
C0008809,C0010692,may_treat,MED-RT,ciprofloxacin,Cystitis
C0008809,C0011991,may_treat,MED-RT,ciprofloxacin,Diarrhea
C0008809,C0014836,may_treat,MED-RT,ciprofloxacin,Escherichia coli Infections
C0008809,C0018081,may_treat,MED-RT,ciprofloxacin,Gonorrhea
