CUI1,CUI2,RELA,SAB
C1172636,C4722090,has_therapeutic_class,MED-RT
C1172734,C4722055,has_therapeutic_class,MED-RT
C1172734,C4722075,has_therapeutic_class,MED-RT
C1174779,C4722052,has_therapeutic_class,MED-RT
C1174995,C4722075,has_therapeutic_class,MED-RT
C1176020,C0003392,has_therapeutic_class,MED-RT
C1176306,C0003297,has_therapeutic_class,MED-RT
C1176308,C4722030,has_therapeutic_class,MED-RT
C1176309,C0003392,has_therapeutic_class,MED-RT
C1176315,C0003451,has_therapeutic_class,MED-RT
C1176316,C4722030,has_therapeutic_class,MED-RT
C1176320,C0358514,has_therapeutic_class,MED-RT
C1176329,C0007220,has_therapeutic_class,MED-RT
C1176383,C0003451,has_therapeutic_class,MED-RT
C1178484,C0282686,has_therapeutic_class,MED-RT
C1178489,C4722036,has_therapeutic_class,MED-RT
C1260199,C4722428,has_therapeutic_class,MED-RT
C1260298,C0279516,has_therapeutic_class,MED-RT
C1268876,C4722072,has_therapeutic_class,MED-RT
C1271551,C0282686,has_therapeutic_class,MED-RT
C1271607,C4722072,has_therapeutic_class,MED-RT
C1273043,C4722093,has_therapeutic_class,MED-RT
C1273044,C4722093,has_therapeutic_class,MED-RT
C1274086,C4722078,has_therapeutic_class,MED-RT
C1289957,C4722089,has_therapeutic_class,MED-RT
C1289972,C0003392,has_therapeutic_class,MED-RT
C1291843,C4722075,has_therapeutic_class,MED-RT
C1302030,C0017173,has_therapeutic_class,MED-RT
C1302054,C4722426,has_therapeutic_class,MED-RT
C1306772,C0282686,has_therapeutic_class,MED-RT
C1307126,C4722027,has_therapeutic_class,MED-RT
C1310734,C0003297,has_therapeutic_class,MED-RT
C1311070,C0003392,has_therapeutic_class,MED-RT
C1313052,C4722053,has_therapeutic_class,MED-RT
C1313386,C4722052,has_therapeutic_class,MED-RT
C1313616,C4722030,has_therapeutic_class,MED-RT
C1318649,C4722426,has_therapeutic_class,MED-RT
C1321596,C4722426,has_therapeutic_class,MED-RT
C1321598,C0003209,has_therapeutic_class,MED-RT
C1321598,C4722090,has_therapeutic_class,MED-RT
C1321660,C0003451,has_therapeutic_class,MED-RT
C1321744,C1136254,has_therapeutic_class,MED-RT
C1321948,C0358514,has_therapeutic_class,MED-RT
C1321948,C4722060,has_therapeutic_class,MED-RT
C1321982,C4722089,has_therapeutic_class,MED-RT
C1323100,C4722078,has_therapeutic_class,MED-RT
C1328025,C0003392,has_therapeutic_class,MED-RT
C1328071,C4722027,has_therapeutic_class,MED-RT
C1328071,C4722430,has_therapeutic_class,MED-RT
C1330620,C0282686,has_therapeutic_class,MED-RT
C1330622,C4722433,has_therapeutic_class,MED-RT
C1331203,C0282686,has_therapeutic_class,MED-RT
C1337137,C0282686,has_therapeutic_class,MED-RT
C1337241,C0017173,has_therapeutic_class,MED-RT
C1337242,C4722428,has_therapeutic_class,MED-RT
C1337342,C4722027,has_therapeutic_class,MED-RT
C1337344,C0358514,has_therapeutic_class,MED-RT
C1337361,C0017173,has_therapeutic_class,MED-RT
C1337395,C4722075,has_therapeutic_class,MED-RT
C1365493,C0007220,has_therapeutic_class,MED-RT
C1365493,C4722027,has_therapeutic_class,MED-RT
C1365510,C0003289,has_therapeutic_class,MED-RT
C1367202,C0003392,has_therapeutic_class,MED-RT
C1369325,C0003195,has_therapeutic_class,MED-RT
C1372952,C4722075,has_therapeutic_class,MED-RT
C1383389,C0003374,has_therapeutic_class,MED-RT
C1383389,C0003416,has_therapeutic_class,MED-RT
C1433439,C0358514,has_therapeutic_class,MED-RT
C1434792,C0003451,has_therapeutic_class,MED-RT
C1435444,C0003451,has_therapeutic_class,MED-RT
C1435749,C0003392,has_therapeutic_class,MED-RT
C1436328,C4722053,has_therapeutic_class,MED-RT
C1445421,C0358514,has_therapeutic_class,MED-RT
C1445421,C4722075,has_therapeutic_class,MED-RT
C1445421,C4722090,has_therapeutic_class,MED-RT
C1445424,C0358514,has_therapeutic_class,MED-RT
C1445424,C4722075,has_therapeutic_class,MED-RT
C1445424,C4722090,has_therapeutic_class,MED-RT
C1445426,C0358514,has_therapeutic_class,MED-RT
C1445426,C4722075,has_therapeutic_class,MED-RT
C1445426,C4722090,has_therapeutic_class,MED-RT
C1445427,C0358514,has_therapeutic_class,MED-RT
C1445427,C4722075,has_therapeutic_class,MED-RT
C1445427,C4722090,has_therapeutic_class,MED-RT
C1445698,C4722027,has_therapeutic_class,MED-RT
C1450857,C0003374,has_therapeutic_class,MED-RT
C1450857,C0003416,has_therapeutic_class,MED-RT
C1451502,C4722060,has_therapeutic_class,MED-RT
C1451733,C4722029,has_therapeutic_class,MED-RT
C1451975,C0007680,has_therapeutic_class,MED-RT
C1453642,C0279516,has_therapeutic_class,MED-RT
C1453933,C0003451,has_therapeutic_class,MED-RT
C1455035,C0003392,has_therapeutic_class,MED-RT
C1455147,C0003392,has_therapeutic_class,MED-RT
C1456408,C0007680,has_therapeutic_class,MED-RT
C1456409,C0003204,has_therapeutic_class,MED-RT
C1504917,C0003392,has_therapeutic_class,MED-RT
C1505020,C0003289,has_therapeutic_class,MED-RT
C1506770,C0003392,has_therapeutic_class,MED-RT
C1508746,C0358514,has_therapeutic_class,MED-RT
C1508746,C4722090,has_therapeutic_class,MED-RT
C1508750,C0017173,has_therapeutic_class,MED-RT
C1508759,C0003451,has_therapeutic_class,MED-RT
C1509436,C4722030,has_therapeutic_class,MED-RT
C1509560,C4722078,has_therapeutic_class,MED-RT
C1509873,C0007680,has_therapeutic_class,MED-RT
C1509932,C0003209,has_therapeutic_class,MED-RT
C1516119,C0003392,has_therapeutic_class,MED-RT
C1527027,C0003392,has_therapeutic_class,MED-RT
C1529400,C4722060,has_therapeutic_class,MED-RT
C1529800,C0007220,has_therapeutic_class,MED-RT
C1530072,C0003289,has_therapeutic_class,MED-RT
C1530889,C0017173,has_therapeutic_class,MED-RT
C1533126,C0007680,has_therapeutic_class,MED-RT
C1533491,C0003392,has_therapeutic_class,MED-RT
C1533643,C4722090,has_therapeutic_class,MED-RT
C1533699,C0003392,has_therapeutic_class,MED-RT
C1541483,C4722075,has_therapeutic_class,MED-RT
C1564716,C0007220,has_therapeutic_class,MED-RT
C1565316,C4722053,has_therapeutic_class,MED-RT
C1565750,C4722052,has_therapeutic_class,MED-RT
C1566537,C4722060,has_therapeutic_class,MED-RT
C1566537,C4722075,has_therapeutic_class,MED-RT
C1566826,C0003451,has_therapeutic_class,MED-RT
C1567130,C0003392,has_therapeutic_class,MED-RT
C1569608,C0007680,has_therapeutic_class,MED-RT
C1571574,C4722072,has_therapeutic_class,MED-RT
C1571583,C4722027,has_therapeutic_class,MED-RT
C1572407,C0358514,has_therapeutic_class,MED-RT
C1572407,C4722075,has_therapeutic_class,MED-RT
C1572407,C4722090,has_therapeutic_class,MED-RT
C1572489,C0007680,has_therapeutic_class,MED-RT
C1572489,C4722078,has_therapeutic_class,MED-RT
C1572727,C0358514,has_therapeutic_class,MED-RT
C1576818,C0282686,has_therapeutic_class,MED-RT
C1576966,C4722075,has_therapeutic_class,MED-RT
C1577018,C4722075,has_therapeutic_class,MED-RT
C1577176,C4722030,has_therapeutic_class,MED-RT
C1577317,C4722089,has_therapeutic_class,MED-RT
C1577331,C4722426,has_therapeutic_class,MED-RT
C1579318,C4722075,has_therapeutic_class,MED-RT
C1579389,C0282686,has_therapeutic_class,MED-RT
C1579393,C0282686,has_therapeutic_class,MED-RT
C1589331,C4722075,has_therapeutic_class,MED-RT
C1601311,C0003449,has_therapeutic_class,MED-RT
C1608295,C4722058,has_therapeutic_class,MED-RT
C1608841,C0003209,has_therapeutic_class,MED-RT
C1608841,C4722055,has_therapeutic_class,MED-RT
C1608841,C4722075,has_therapeutic_class,MED-RT
C1608841,C4722090,has_therapeutic_class,MED-RT
C1609165,C0003191,has_therapeutic_class,MED-RT
C1609165,C0003209,has_therapeutic_class,MED-RT
C1609931,C0003392,has_therapeutic_class,MED-RT
C1609931,C4722075,has_therapeutic_class,MED-RT
C1611934,C4722052,has_therapeutic_class,MED-RT
C1614540,C0007220,has_therapeutic_class,MED-RT
C1615645,C4722088,has_therapeutic_class,MED-RT
C1615657,C4722426,has_therapeutic_class,MED-RT
C1615665,C4722426,has_therapeutic_class,MED-RT
C1619629,C4722027,has_therapeutic_class,MED-RT
C1619962,C0003209,has_therapeutic_class,MED-RT
C1619962,C4722075,has_therapeutic_class,MED-RT
C1619966,C0003191,has_therapeutic_class,MED-RT
C1620287,C0007220,has_therapeutic_class,MED-RT
C1621234,C4722075,has_therapeutic_class,MED-RT
C1646054,C0358514,has_therapeutic_class,MED-RT
C1646276,C0282686,has_therapeutic_class,MED-RT
C1648700,C4722078,has_therapeutic_class,MED-RT
C1653590,C4722427,has_therapeutic_class,MED-RT
C1654782,C4722089,has_therapeutic_class,MED-RT
C1655015,C4722297,has_therapeutic_class,MED-RT
C1655449,C4722060,has_therapeutic_class,MED-RT
C1656013,C4722078,has_therapeutic_class,MED-RT
C1657054,C0017173,has_therapeutic_class,MED-RT
C1657077,C4722027,has_therapeutic_class,MED-RT
C1657077,C4722078,has_therapeutic_class,MED-RT
C1657500,C4722090,has_therapeutic_class,MED-RT
C1657537,C4722078,has_therapeutic_class,MED-RT
C1658209,C0003209,has_therapeutic_class,MED-RT
C1664205,C0360390,has_therapeutic_class,MED-RT
C1667052,C0003451,has_therapeutic_class,MED-RT
C1667080,C4722052,has_therapeutic_class,MED-RT
C1675326,C0003451,has_therapeutic_class,MED-RT
C1676709,C0003392,has_therapeutic_class,MED-RT
C1678805,C4722090,has_therapeutic_class,MED-RT
C1684405,C0017173,has_therapeutic_class,MED-RT
C1685365,C0007220,has_therapeutic_class,MED-RT
C1690432,C4722074,has_therapeutic_class,MED-RT
C1692318,C0017173,has_therapeutic_class,MED-RT
C1698215,C0007220,has_therapeutic_class,MED-RT
C1698215,C0358514,has_therapeutic_class,MED-RT
C1699236,C4722072,has_therapeutic_class,MED-RT
C1699861,C0007680,has_therapeutic_class,MED-RT
C1699926,C0007680,has_therapeutic_class,MED-RT
C1699926,C4722075,has_therapeutic_class,MED-RT
C1700196,C4722078,has_therapeutic_class,MED-RT
C1700683,C0007680,has_therapeutic_class,MED-RT
C1700683,C4722088,has_therapeutic_class,MED-RT
C1700685,C0003392,has_therapeutic_class,MED-RT
C1700730,C0003297,has_therapeutic_class,MED-RT
C1700874,C0003392,has_therapeutic_class,MED-RT
C1701455,C0007680,has_therapeutic_class,MED-RT
C1702916,C4722427,has_therapeutic_class,MED-RT
C1703334,C0279516,has_therapeutic_class,MED-RT
C1703576,C4722075,has_therapeutic_class,MED-RT
C1705480,C4722093,has_therapeutic_class,MED-RT
C1706668,C0003392,has_therapeutic_class,MED-RT
C1707080,C0003392,has_therapeutic_class,MED-RT
C1708156,C0003392,has_therapeutic_class,MED-RT
C1708156,C4722426,has_therapeutic_class,MED-RT
C1709373,C0003209,has_therapeutic_class,MED-RT
C1711887,C0007680,has_therapeutic_class,MED-RT
C1714000,C0358514,has_therapeutic_class,MED-RT
C1714006,C4722089,has_therapeutic_class,MED-RT
C1718383,C4722075,has_therapeutic_class,MED-RT
C1720035,C4722426,has_therapeutic_class,MED-RT
C1721288,C0007220,has_therapeutic_class,MED-RT
C1721300,C0003392,has_therapeutic_class,MED-RT
C1721339,C4722093,has_therapeutic_class,MED-RT
C1721377,C0003392,has_therapeutic_class,MED-RT
C1722260,C0282686,has_therapeutic_class,MED-RT
C1722267,C0040615,has_therapeutic_class,MED-RT
C1722685,C0007220,has_therapeutic_class,MED-RT
C1723019,C4722060,has_therapeutic_class,MED-RT
C1723401,C4722075,has_therapeutic_class,MED-RT
C1725176,C0358514,has_therapeutic_class,MED-RT
C1725449,C0007220,has_therapeutic_class,MED-RT
C1725651,C0003451,has_therapeutic_class,MED-RT
C1738934,C0003451,has_therapeutic_class,MED-RT
C1739462,C4722426,has_therapeutic_class,MED-RT
C1739768,C4722027,has_therapeutic_class,MED-RT
C1739826,C0007680,has_therapeutic_class,MED-RT
C1742884,C0003289,has_therapeutic_class,MED-RT
C1744503,C0282686,has_therapeutic_class,MED-RT
C1814684,C0282686,has_therapeutic_class,MED-RT
C1815010,C0007220,has_therapeutic_class,MED-RT
C1829170,C0282686,has_therapeutic_class,MED-RT
C1831731,C0003392,has_therapeutic_class,MED-RT
C1831796,C0003392,has_therapeutic_class,MED-RT
C1831808,C0007220,has_therapeutic_class,MED-RT
C1831828,C0003392,has_therapeutic_class,MED-RT
C1831828,C4722075,has_therapeutic_class,MED-RT
C1831905,C4722027,has_therapeutic_class,MED-RT
C1832021,C0003308,has_therapeutic_class,MED-RT
C1832027,C0003392,has_therapeutic_class,MED-RT
C1832027,C4722075,has_therapeutic_class,MED-RT
C1832049,C0003392,has_therapeutic_class,MED-RT
C1869620,C0282686,has_therapeutic_class,MED-RT
C1869686,C0279516,has_therapeutic_class,MED-RT
C1870115,C4722030,has_therapeutic_class,MED-RT
C1871526,C0003451,has_therapeutic_class,MED-RT
C1872109,C4722075,has_therapeutic_class,MED-RT
C1872203,C4722051,has_therapeutic_class,MED-RT
C1873633,C0007680,has_therapeutic_class,MED-RT
C1875875,C4722090,has_therapeutic_class,MED-RT
C1875994,C0358514,has_therapeutic_class,MED-RT
C1876200,C4722093,has_therapeutic_class,MED-RT
C1876229,C0003451,has_therapeutic_class,MED-RT
C1876722,C4722078,has_therapeutic_class,MED-RT
C1878693,C0358514,has_therapeutic_class,MED-RT
C1879678,C0007220,has_therapeutic_class,MED-RT
C1879680,C4722075,has_therapeutic_class,MED-RT
C1879850,C4722090,has_therapeutic_class,MED-RT
C1880207,C0003392,has_therapeutic_class,MED-RT
C1880288,C0003289,has_therapeutic_class,MED-RT
C1880492,C4722027,has_therapeutic_class,MED-RT
C1881339,C0007680,has_therapeutic_class,MED-RT
C1881339,C4722088,has_therapeutic_class,MED-RT
C1881785,C0003392,has_therapeutic_class,MED-RT
C1882138,C4722075,has_therapeutic_class,MED-RT
C1882305,C0003392,has_therapeutic_class,MED-RT
C1882959,C4722058,has_therapeutic_class,MED-RT
C1882993,C4722072,has_therapeutic_class,MED-RT
C1883053,C4722078,has_therapeutic_class,MED-RT
C1883054,C4722078,has_therapeutic_class,MED-RT
C1883055,C4722078,has_therapeutic_class,MED-RT
C1883309,C0003392,has_therapeutic_class,MED-RT
C1948068,C4722075,has_therapeutic_class,MED-RT
C1948374,C0282686,has_therapeutic_class,MED-RT
C1950681,C0282686,has_therapeutic_class,MED-RT
C1950816,C0282686,has_therapeutic_class,MED-RT
C1955474,C0003392,has_therapeutic_class,MED-RT
C1956280,C0003308,has_therapeutic_class,MED-RT
C1956795,C0358514,has_therapeutic_class,MED-RT
C1956796,C0358514,has_therapeutic_class,MED-RT
C1958126,C0358514,has_therapeutic_class,MED-RT
C1958569,C0007220,has_therapeutic_class,MED-RT
C1960918,C4722030,has_therapeutic_class,MED-RT
C1961039,C0003392,has_therapeutic_class,MED-RT
C1965895,C4722090,has_therapeutic_class,MED-RT
C1966375,C0003392,has_therapeutic_class,MED-RT
C1966407,C0003451,has_therapeutic_class,MED-RT
C1996349,C0017173,has_therapeutic_class,MED-RT
C1998098,C0003392,has_therapeutic_class,MED-RT
C1999375,C4722027,has_therapeutic_class,MED-RT
C2000088,C0040615,has_therapeutic_class,MED-RT
C2000145,C0007220,has_therapeutic_class,MED-RT
C2000261,C0017173,has_therapeutic_class,MED-RT
C2000261,C4722055,has_therapeutic_class,MED-RT
C2001271,C0007680,has_therapeutic_class,MED-RT
C2001271,C4722089,has_therapeutic_class,MED-RT
C2001521,C0279516,has_therapeutic_class,MED-RT
C2001525,C0279516,has_therapeutic_class,MED-RT
C2001856,C0003392,has_therapeutic_class,MED-RT
C2001856,C4722075,has_therapeutic_class,MED-RT
C2003424,C0040615,has_therapeutic_class,MED-RT
C2240523,C4722027,has_therapeutic_class,MED-RT
C2241271,C0003392,has_therapeutic_class,MED-RT
C2241979,C4722075,has_therapeutic_class,MED-RT
C2242042,C4722075,has_therapeutic_class,MED-RT
C2242156,C4722075,has_therapeutic_class,MED-RT
C2242158,C4722075,has_therapeutic_class,MED-RT
C2242160,C4722075,has_therapeutic_class,MED-RT
C2315887,C0003297,has_therapeutic_class,MED-RT
C2316164,C0003392,has_therapeutic_class,MED-RT
C2316497,C0003289,has_therapeutic_class,MED-RT
C2343589,C4722075,has_therapeutic_class,MED-RT
C2343849,C4722027,has_therapeutic_class,MED-RT
C2343853,C4722030,has_therapeutic_class,MED-RT
C2343854,C4722030,has_therapeutic_class,MED-RT
C2343921,C0017173,has_therapeutic_class,MED-RT
C2344066,C4722075,has_therapeutic_class,MED-RT
C2344068,C4722075,has_therapeutic_class,MED-RT
C2344070,C4722075,has_therapeutic_class,MED-RT
C2344072,C4722075,has_therapeutic_class,MED-RT
C2344265,C4722075,has_therapeutic_class,MED-RT
C2344267,C4722075,has_therapeutic_class,MED-RT
C2344269,C4722075,has_therapeutic_class,MED-RT
C2344271,C4722075,has_therapeutic_class,MED-RT
C2344273,C4722075,has_therapeutic_class,MED-RT
C2344275,C4722075,has_therapeutic_class,MED-RT
C2344277,C4722075,has_therapeutic_class,MED-RT
C2344291,C4722075,has_therapeutic_class,MED-RT
C2344295,C4722075,has_therapeutic_class,MED-RT
C2344297,C4722075,has_therapeutic_class,MED-RT
C2344304,C4722075,has_therapeutic_class,MED-RT
C2344309,C4722075,has_therapeutic_class,MED-RT
C2344311,C4722075,has_therapeutic_class,MED-RT
C2344313,C4722075,has_therapeutic_class,MED-RT
C2344315,C4722075,has_therapeutic_class,MED-RT
C2344317,C4722075,has_therapeutic_class,MED-RT
C2344347,C4722075,has_therapeutic_class,MED-RT
C2344398,C4722075,has_therapeutic_class,MED-RT
C2346801,C0003392,has_therapeutic_class,MED-RT
C2346927,C0017173,has_therapeutic_class,MED-RT
C2346970,C4722072,has_therapeutic_class,MED-RT
C2347051,C0358514,has_therapeutic_class,MED-RT
C2347624,C0003392,has_therapeutic_class,MED-RT
C2347779,C0007220,has_therapeutic_class,MED-RT
C2348241,C0003209,has_therapeutic_class,MED-RT
C2348248,C0017173,has_therapeutic_class,MED-RT
C2348751,C0003289,has_therapeutic_class,MED-RT
C2349941,C0003297,has_therapeutic_class,MED-RT
C2350089,C0007680,has_therapeutic_class,MED-RT
C2350089,C4722089,has_therapeutic_class,MED-RT
C2350656,C0003209,has_therapeutic_class,MED-RT
C2350866,C0003392,has_therapeutic_class,MED-RT
C2350948,C0007680,has_therapeutic_class,MED-RT
C2351038,C4722075,has_therapeutic_class,MED-RT
C2351042,C0279516,has_therapeutic_class,MED-RT
C2351042,C1136254,has_therapeutic_class,MED-RT
C2351042,C4722060,has_therapeutic_class,MED-RT
C2352587,C0358514,has_therapeutic_class,MED-RT
C2352806,C0003392,has_therapeutic_class,MED-RT
C2353893,C0003392,has_therapeutic_class,MED-RT
C2353893,C4722075,has_therapeutic_class,MED-RT
C2353951,C4722052,has_therapeutic_class,MED-RT
C2355841,C4722075,has_therapeutic_class,MED-RT
C2356037,C0358514,has_therapeutic_class,MED-RT
C2356367,C4722075,has_therapeutic_class,MED-RT
C2356374,C4722075,has_therapeutic_class,MED-RT
C2364481,C4722027,has_therapeutic_class,MED-RT
C2364569,C4722075,has_therapeutic_class,MED-RT
C2366367,C4722090,has_therapeutic_class,MED-RT
C2368865,C4722427,has_therapeutic_class,MED-RT
C2369149,C4722027,has_therapeutic_class,MED-RT
C2586798,C4722075,has_therapeutic_class,MED-RT
C2586803,C4722075,has_therapeutic_class,MED-RT
C2587184,C4722027,has_therapeutic_class,MED-RT
C2587204,C4722092,has_therapeutic_class,MED-RT
C2604635,C0007220,has_therapeutic_class,MED-RT
C2605855,C0003451,has_therapeutic_class,MED-RT
C2606556,C0007220,has_therapeutic_class,MED-RT
C2606637,C0003451,has_therapeutic_class,MED-RT
C2607219,C4722075,has_therapeutic_class,MED-RT
C2607479,C4722052,has_therapeutic_class,MED-RT
C2607750,C4722090,has_therapeutic_class,MED-RT
C2607886,C0003392,has_therapeutic_class,MED-RT
C2608038,C0003392,has_therapeutic_class,MED-RT
C2608107,C4722027,has_therapeutic_class,MED-RT
C2683417,C0007220,has_therapeutic_class,MED-RT
C2684343,C0358514,has_therapeutic_class,MED-RT
C2684343,C4722075,has_therapeutic_class,MED-RT
C2684343,C4722090,has_therapeutic_class,MED-RT
C2684348,C0358514,has_therapeutic_class,MED-RT
C2684348,C4722075,has_therapeutic_class,MED-RT
C2684348,C4722090,has_therapeutic_class,MED-RT
C2684757,C0358514,has_therapeutic_class,MED-RT
C2684757,C4722090,has_therapeutic_class,MED-RT
C2697593,C4722078,has_therapeutic_class,MED-RT
C2697594,C4722078,has_therapeutic_class,MED-RT
C2697674,C0003451,has_therapeutic_class,MED-RT
C2697942,C0007680,has_therapeutic_class,MED-RT
C2697961,C0003392,has_therapeutic_class,MED-RT
C2698003,C4722078,has_therapeutic_class,MED-RT
C2698057,C0358514,has_therapeutic_class,MED-RT
C2698078,C0017173,has_therapeutic_class,MED-RT
C2698152,C0003392,has_therapeutic_class,MED-RT
C2698152,C4722075,has_therapeutic_class,MED-RT
C2698183,C0007220,has_therapeutic_class,MED-RT
C2698195,C0007220,has_therapeutic_class,MED-RT
C2698195,C3537168,has_therapeutic_class,MED-RT
C2698220,C4722426,has_therapeutic_class,MED-RT
C2698221,C4722426,has_therapeutic_class,MED-RT
C2698280,C4722030,has_therapeutic_class,MED-RT
C2698290,C0007220,has_therapeutic_class,MED-RT
C2698291,C0007220,has_therapeutic_class,MED-RT
C2698292,C0279516,has_therapeutic_class,MED-RT
C2698371,C4722060,has_therapeutic_class,MED-RT
C2698385,C4722027,has_therapeutic_class,MED-RT
C2698682,C1136254,has_therapeutic_class,MED-RT
C2698692,C0003392,has_therapeutic_class,MED-RT
C2698764,C4722073,has_therapeutic_class,MED-RT
C2698868,C4722030,has_therapeutic_class,MED-RT
C2698975,C0007220,has_therapeutic_class,MED-RT
C2699141,C0279516,has_therapeutic_class,MED-RT
C2699210,C4722060,has_therapeutic_class,MED-RT
C2699273,C4722052,has_therapeutic_class,MED-RT
C2699326,C4722078,has_therapeutic_class,MED-RT
C2699543,C4722078,has_therapeutic_class,MED-RT
C2699547,C4722078,has_therapeutic_class,MED-RT
C2699562,C0003392,has_therapeutic_class,MED-RT
C2699571,C0007220,has_therapeutic_class,MED-RT
C2699709,C0003392,has_therapeutic_class,MED-RT
C2699757,C0282686,has_therapeutic_class,MED-RT
C2699758,C0282686,has_therapeutic_class,MED-RT
C2699808,C0279516,has_therapeutic_class,MED-RT
C2699808,C4722029,has_therapeutic_class,MED-RT
C2699951,C4722090,has_therapeutic_class,MED-RT
C2699999,C0003451,has_therapeutic_class,MED-RT
C2700226,C0003299,has_therapeutic_class,MED-RT
C2700247,C0003451,has_therapeutic_class,MED-RT
C2700331,C4722078,has_therapeutic_class,MED-RT
C2700334,C4722074,has_therapeutic_class,MED-RT
C2701206,C0358514,has_therapeutic_class,MED-RT
C2701206,C4722075,has_therapeutic_class,MED-RT
C2701206,C4722090,has_therapeutic_class,MED-RT
C2701231,C0358514,has_therapeutic_class,MED-RT
C2701231,C4722075,has_therapeutic_class,MED-RT
C2701231,C4722090,has_therapeutic_class,MED-RT
C2701243,C0358514,has_therapeutic_class,MED-RT
C2701243,C4722075,has_therapeutic_class,MED-RT
C2701243,C4722090,has_therapeutic_class,MED-RT
C2701282,C0358514,has_therapeutic_class,MED-RT
C2701282,C4722075,has_therapeutic_class,MED-RT
C2701282,C4722090,has_therapeutic_class,MED-RT
C2701339,C0358514,has_therapeutic_class,MED-RT
C2701339,C4722075,has_therapeutic_class,MED-RT
C2701339,C4722090,has_therapeutic_class,MED-RT
C2701415,C4722075,has_therapeutic_class,MED-RT
C2701415,C4722090,has_therapeutic_class,MED-RT
C2701451,C0358514,has_therapeutic_class,MED-RT
C2701451,C4722075,has_therapeutic_class,MED-RT
C2701451,C4722090,has_therapeutic_class,MED-RT
C2701564,C0358514,has_therapeutic_class,MED-RT
C2701564,C4722075,has_therapeutic_class,MED-RT
C2701564,C4722090,has_therapeutic_class,MED-RT
C2701576,C0358514,has_therapeutic_class,MED-RT
C2701576,C4722075,has_therapeutic_class,MED-RT
C2701576,C4722090,has_therapeutic_class,MED-RT
C2701586,C0358514,has_therapeutic_class,MED-RT
C2701586,C4722075,has_therapeutic_class,MED-RT
C2701586,C4722090,has_therapeutic_class,MED-RT
C2702310,C0358514,has_therapeutic_class,MED-RT
C2702310,C4722075,has_therapeutic_class,MED-RT
C2702310,C4722090,has_therapeutic_class,MED-RT
C2702333,C4722075,has_therapeutic_class,MED-RT
C2709734,C4722075,has_therapeutic_class,MED-RT
C2709736,C4722075,has_therapeutic_class,MED-RT
C2709738,C4722075,has_therapeutic_class,MED-RT
C2709740,C4722075,has_therapeutic_class,MED-RT
C2709742,C4722075,has_therapeutic_class,MED-RT
C2709744,C4722075,has_therapeutic_class,MED-RT
C2709746,C4722075,has_therapeutic_class,MED-RT
C2709748,C4722075,has_therapeutic_class,MED-RT
C2709750,C4722075,has_therapeutic_class,MED-RT
C2709752,C4722075,has_therapeutic_class,MED-RT
C2709754,C4722075,has_therapeutic_class,MED-RT
C2709756,C4722075,has_therapeutic_class,MED-RT
C2709758,C4722075,has_therapeutic_class,MED-RT
C2709760,C4722075,has_therapeutic_class,MED-RT
C2709762,C4722075,has_therapeutic_class,MED-RT
C2709764,C4722075,has_therapeutic_class,MED-RT
C2709766,C4722075,has_therapeutic_class,MED-RT
C2709768,C4722075,has_therapeutic_class,MED-RT
C2709770,C4722075,has_therapeutic_class,MED-RT
C2709772,C4722075,has_therapeutic_class,MED-RT
C2709774,C4722075,has_therapeutic_class,MED-RT
C2709776,C4722075,has_therapeutic_class,MED-RT
C2709778,C4722075,has_therapeutic_class,MED-RT
C2710874,C0007680,has_therapeutic_class,MED-RT
C2710874,C4722089,has_therapeutic_class,MED-RT
C2713008,C0003392,has_therapeutic_class,MED-RT
C2713074,C4722078,has_therapeutic_class,MED-RT
C2713595,C0003451,has_therapeutic_class,MED-RT
C2713632,C4722027,has_therapeutic_class,MED-RT
C2714632,C4722072,has_therapeutic_class,MED-RT
C2717021,C0003392,has_therapeutic_class,MED-RT
C2717174,C4722075,has_therapeutic_class,MED-RT
C2717539,C0007220,has_therapeutic_class,MED-RT
C2717561,C0007220,has_therapeutic_class,MED-RT
C2718533,C0003392,has_therapeutic_class,MED-RT
C2718773,C4722075,has_therapeutic_class,MED-RT
C2719424,C4722056,has_therapeutic_class,MED-RT
C2719430,C4722297,has_therapeutic_class,MED-RT
C2719626,C0040615,has_therapeutic_class,MED-RT
C2719767,C0007680,has_therapeutic_class,MED-RT
C2719767,C4722056,has_therapeutic_class,MED-RT
C2719771,C4722052,has_therapeutic_class,MED-RT
C2719943,C4722075,has_therapeutic_class,MED-RT
C2720023,C0007220,has_therapeutic_class,MED-RT
C2721771,C4722427,has_therapeutic_class,MED-RT
C2721779,C0007680,has_therapeutic_class,MED-RT
C2722030,C0358514,has_therapeutic_class,MED-RT
C2722030,C4722075,has_therapeutic_class,MED-RT
C2722030,C4722090,has_therapeutic_class,MED-RT
C2723461,C4722072,has_therapeutic_class,MED-RT
C2723729,C0358514,has_therapeutic_class,MED-RT
C2723729,C4722075,has_therapeutic_class,MED-RT
C2723729,C4722090,has_therapeutic_class,MED-RT
C2723734,C0358514,has_therapeutic_class,MED-RT
C2723734,C4722075,has_therapeutic_class,MED-RT
C2723734,C4722090,has_therapeutic_class,MED-RT
C2724165,C4722075,has_therapeutic_class,MED-RT
C2724167,C4722075,has_therapeutic_class,MED-RT
C2725003,C4722075,has_therapeutic_class,MED-RT
C2725004,C4722075,has_therapeutic_class,MED-RT
